없는거,버벅,네이버,
스마트,문제점,애플,
있다고,멈춤,내셔널,
장점,적용,캐스트,
구리,현상,독자,
작아요,조작,빔,
불만,검수,법,
필요합니다,가독성,인크레더블,
나오네요,어두워서,시대,
불편하게,맞춤법,엔딩,
해야지,테두리,글로벌,
보네요,쓰기,미화,
빼고,제한,동북공정,
불가능,크레딧,캐릭터,
스트레스,연결하면,만화,
없다고,체크,나이트,
멈추고,호환성,파파,
지우고,콘솔,전세계,
느림,용량,초반,
맞는,링크,프로젝트,
않나요,자판,맛,
되어야,검정색,쇼,
안되어,프로그램,팔콘,
있어야,튕김,윈터,
않아,댓글,통일,
필요해,패드,리안,
안된,눌러,샹치,
안되는건,구동,베놈,
있지만,파일,정이,
큽니다,외국어,넥플릭스,
커요,크롬,고문,
많아,채팅,어른,
힘들어요,재부팅,개미,
많지만,열림,우리나라,
괜찮은데,끊기고,엔딩크레딧,
있었는데,기술,솔져,
아깝네요,투명,심슨가족,
사용성,접근성,지도,
맞아요,전송,가족,
이상함,동작,철수,
최소한,음질,그룹,
제외,구간,성격,
마음,알람,게임,
드럽게,이중,극장,
아닌가,디자인,직역,
틀렸다고,제품,일본,
몰라도,인치,그레이,
아쉬움,슬라이드,토미,
아쉽습니다,탐색,어벤져스,
단점,지역,극장판,
좋을,구분,야하는,
이상한,부가,헐크,
관심,중단,왓차,
좋겠음,편집,유플러스,
이상해요,업그레이드,야할,
끝나면,편리,컨탠츠,
맞게,공지,만달,
짜증,중복,히틀러,
좋지만,접근,전쟁,
힘듬,항목,쿠키,
개발자,갤폴드,외국인,
체험,잠금도,아이언맨,
독점,레노버,신분,
지웠다가,비율,주니어,
느려요,튕겨,방송,
걸림,멀티,남색,
호구,구글번역기,한국영,
없으니,방향키,안기부,
좋긴,윈도우,민주주의,
경쟁,첨부,제작,
좋을듯,편이,나치,
답답해요,하단,갤탭,
어렵고,컨트롤,미디어,
들어가서,서라운드,이프,
안될까,패치,시청자,
짜증나네요,렉,심의,
답답하네요,,진출,
되면서,,사랑,
걸려요,,취향,
않으면,,구성,
비추,,스타,
불편해서,,명작,
안정,,저작권,
안좋음,,모스,
안되죠,,벤치마킹,
불편함이,,고해,
후기,,크롤,
하자,,배우,
현저,,미니,
노잼,,얼굴,
좋음,,비행기,
좋아해서,,한국말,
고려,,테츠,
필요함,,경찰,
있던데,,설강화,
되지도,,,
이상하고,,,
평가,,,
기대했는데,,,
심하고,,,
생겼으면,,,
불편해,,,
안되면,,,
아닙니다,,,
않아서,,,
최소,,,
안나옵니다,,,
제멋대로,,,
어렵게,,,
느려,,,
아닙니까,,,
잘못,,,
느린,,,
시급함,,,
적음,,,
구린,,,
고칠,,,
기분,,,
부족함,,,
없는것도,,,
힘드네요,,,
보는거,,,
떨어지네요,,,
켜짐,,,
불편하네,,,
했네,,,
후회,,,
해주는,,,
막상,,,
결과,,,
필요해요,,,
작아졌어요,,,
짜증남,,,
좋아하는데,,,
이상하게,,,
발전,,,
급하게,,,
기대하고,,,
였는데,,,
있지,,,
충분히,,,
부족하고,,,
껐다,,,
필요한,,,
짜증나서,,,
겁니다,,,
정식,,,
만드세요,,,
빡침,,,
부족한건,,,
은근,,,
있나,,,
바꿔주세요,,,
부족합니다,,,
의문,,,
기다려야,,,
짜증납니다,,,
항의,,,
볼꺼,,,
졸라,,,
무시,,,
똥,,,
줍니다,,,
안되네,,,
기존,,,
짜증나,,,
투성이,,,
논란,,,
많지,,,
없죠,,,
없어도,,,
시급해,,,
들어왔으면,,,
보완,,,
않은,,,
들어가도,,,
피드백,,,
좋습니다,,,
거슬려요,,,
답답,,,
사소한,,,
보이는데,,,
없었는데,,,
할수도,,,
뜨는것도,,,
해석,,,
되더니,,,
치더라도,,,
어려움,,,
잇는지,,,
작습니다,,,
더럽게,,,
다신,,,
있으면서,,,
아닌거,,,
아닌듯,,,
멈춰,,,
안되어서,,,
해주시기,,,
해주길,,,
답답해서,,,
이상해서,,,
깔았다가,,,
봤다,,,
심각하게,,,
로고,,,
후짐,,,
답답해,,,
싫어요,,,
없을듯,,,
고쳐주셨으면,,,
넘어왔는데,,,
없다면,,,
노답,,,
구린데,,,
버벅거림,,,
적은,,,
나은듯,,,
안되지,,,
안되냐,,,
크다,,,
힘들,,,
해줬으면,,,
최상,,,
아쉬운,,,
심플,,,
다양하고,,,
불편하고요,,,
기대했던,,,
부정,,,
기다렸는데,,,
좋네요,,,
너무하네요,,,
불편한건,,,
하기도,,,
알아야,,,
된다는,,,
받았는데,,,
하는거랑,,,
올려야,,,
보일,,,
바뀌는,,,
안되잖아요,,,
가능한데,,,
답답합니다,,,
있으나,,,
대박,,,
할것,,,
지적,,,
정작,,,
거슬립니다,,,
