,Unnamed: 0,userName,content,score,thumbsUpCount,at,quarter,year
257,257,Google 사용자,볼거리는 많고 좋은데 화질 최상으로 설정해도 너무 거지같음 애초에 화질 설정을 꼭꼭 숨겨놓고 바꾸게 해놨으면 변하는 감이라도 있던가 등장인물들 얼굴 부서지고 글씨 뜨면 알지도 못하겠고 굳이 최적화 한답시고 화질 거지같이 한건지 이해가 안됨 넷플릭스 오리지널 없으면 결제 절대 안할듯,2,1,2020-01-05 20:07:26,2020/1Q,2020
15480,15480,Google 사용자,제발 엘워드 뉴제네레이션 주세요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3,0,2020-01-05 22:56:17,2020/1Q,2020
19021,19021,Google 사용자,끊김현상 너무 심하네요.,1,2,2020-01-05 23:56:53,2020/1Q,2020
9968,9968,Google 사용자,몇일 되더니 또 안되네^^ 나 운다 왜 검은화면만 나오는거지? ^^ 나 죽어삔다^^,1,72,2020-01-06 00:53:47,2020/1Q,2020
6762,6762,Google 사용자,다운을 받고 들어갔는데 들어가자마자 오류뜨면서 아무것도 못함,1,0,2020-01-06 05:34:01,2020/1Q,2020
13766,13766,Google 사용자,좋아요 편리해요,5,0,2020-01-06 05:41:43,2020/1Q,2020
137,137,Google 사용자,모바일로도 배속기능과 멀티자막 사용이 가능했으면 합니다. pc는 보조프로그램 깔아서라도 가능한데 모바일은 안돼서 불편하네요. 최소 배속기능 정도는 웬만한 동영상프로그램 다 지원되는데 넷플 동영상 기능은 너무 아무것도 없어서 불편합니다.,3,8,2020-01-06 11:25:04,2020/1Q,2020
10067,10067,Google 사용자,다좋은데 멈춰서 볼수가없네...,1,0,2020-01-06 11:29:14,2020/1Q,2020
19028,19028,Google 사용자,.좋아요,5,0,2020-01-06 13:02:50,2020/1Q,2020
8438,8438,Google 사용자,처음엔 미가입인데 이용고객으로 나와서 처리 다시 해줄테니 다시 가입하라하더니 부부라서 무료이용 안되는거 같다 정확한 이유는 모른다 알려주면 무료이용 설명해주는거라고 이렇게 응대를하는 어리버리한 상담원 참 어이없다ㆍㆍ 정확한 설명도 없이 ㆍㆍ B티비 약정 다 끝나가서 괜찮음 이것으로 갈아달려고 한번 보려했더니 거지같은 응대로 어이없음,1,0,2020-01-06 13:33:42,2020/1Q,2020
13905,13905,Google 사용자,접속이안되는오류가빈번함,1,0,2020-01-06 19:16:53,2020/1Q,2020
5797,5797,Google 사용자,유료결제햇는데 며칠째 들어가지도 못하고있음; 개선좀해주세요,1,0,2020-01-06 21:17:53,2020/1Q,2020
350,350,Google 사용자,오류투성이. 재생안되길래 폰껏다켜도 안됨. 어플재설치했더니 로그인이 안됨. 비번찾기눌렀더니 또 접속오류뜸. 고객센터 연결눌러도 오류뜨면서 나중에 시도하래. 폰이 오래된거면 말이라도안하지. 돈은 따박따박 결제해가면서 왜 어플이 이따구인지? 내가 개발해도 이것보단 낫겠다,1,0,2020-01-06 21:27:53,2020/1Q,2020
1389,1389,Google 사용자,어플의 의미가 없네요... 어플을 몇번이나 깔고 지우고 반복해도 검은화면에서 벗어나질 않네요 핸드폰으로 넷플을 이용못해서 진짜 불편해요,1,0,2020-01-06 21:56:24,2020/1Q,2020
2468,2468,Google 사용자,ㄱㅊ하긴한데.. 유명하다 싶은 프로그램이 몇개 없고 의외다 하는 프로그램이 종종있어서 조금 아쉬워요.. 그리고 요새 자꾸 동영상이 멈춰요 ㅜㅠ,4,0,2020-01-06 22:05:39,2020/1Q,2020
13139,13139,Google 사용자,응답하라1988시즌 드디어 올려주셔서 감사합니다ㅠㅠ😭😭😘❤️❤️❤️❤️,5,0,2020-01-06 23:30:33,2020/1Q,2020
1648,1648,Google 사용자,"영상을 재생을클릭했을때 영상이 꺼지는 일이 자주 있습니다 노트10+구요, 오류고쳐주시면 감사하겠습니다~ 잘 쓰고 있어요!",3,0,2020-01-06 23:53:39,2020/1Q,2020
5408,5408,Google 사용자,빨리빨리 영상 업데이트가 됬으면 좋겠네요 잘보고 있습니다,4,1,2020-01-07 00:06:16,2020/1Q,2020
12708,12708,Google 사용자,유료어플인데 이렇게 렉이 심해도 되나요ㅠ,1,0,2020-01-07 00:31:27,2020/1Q,2020
7690,7690,Google 사용자,영화를 팝업으로 볼때 자막이 보였으면 좋겠다고 리뷰했는데 제 글이 없어졌네요? 이유가 뭔가요?,3,0,2020-01-07 00:45:03,2020/1Q,2020
4977,4977,Google 사용자,앱 진짜 못만들었네 노트 9에서 HDR 문제때문에 밝기가 너무 어두워서 보이지도 않음,1,0,2020-01-07 01:41:16,2020/1Q,2020
1171,1171,Google 사용자,해외에서 사용중인데 자막에 한글이 지원안되는 것들이 많네요. 같은 동영상인데 한국가면 한글자막이 나오는데...지역별 제한콘텐츠는 아예 안보이니 보이는 것은 사용자에 따라 자막추가 설정이 되었으면 좋겠습니다.,4,3,2020-01-07 01:51:16,2020/1Q,2020
2033,2033,Google 사용자,며칠전까지 정말 잘 쓰고 있던 어플인데요 갑자기 동영상을 재생할수없대서요 폰을 껐다가 켜봐도 그대로에요 빠른 조치 부탁드립니다.,3,1,2020-01-07 09:24:24,2020/1Q,2020
9973,9973,Google 사용자,화질이 너무 좋아요.,4,0,2020-01-07 09:40:22,2020/1Q,2020
19215,19215,Google 사용자,좋습니다,5,0,2020-01-07 12:07:48,2020/1Q,2020
13071,13071,Google 사용자,설치가 안돼요ㅜㅜㅜㅜㅜ 설치중에서 넘어가질 않네요ㅜㅜ,1,0,2020-01-07 12:59:28,2020/1Q,2020
12781,12781,Google 사용자,요즘 넷플릭슬로 드라마. 영화보는재미에 푹~,5,0,2020-01-07 15:39:49,2020/1Q,2020
10869,10869,Google 사용자,혹시 Dex 에서는 호환이 안되나요?? 미러링말고는 답이 없네요 ㅜ,4,0,2020-01-07 18:27:30,2020/1Q,2020
12501,12501,Google 사용자,g8유저인데 최대화질이 sd밖에 안됨 요금제 문제아님 확인했음,1,2,2020-01-07 23:27:04,2020/1Q,2020
3718,3718,Google 사용자,왜 같은 기기인데....아이디 마다 어떤건 재생속도 조절되고 어떤 아이디는 재생속도 조절 안되는건가요??,1,1,2020-01-08 00:40:54,2020/1Q,2020
9657,9657,Google 사용자,"제발 릭앤 모티 제목,자막 에러 고쳐주세요 자막 퀄리티가 언제나 해적판 보다 별로고, 자막엔 ~아닌가? 라는 에러가 2년동안 안고쳐져 있고 하는일이 뭡니까?",1,3,2020-01-08 10:39:20,2020/1Q,2020
6521,6521,Google 사용자,넷플릭스 실행후 로고화면나온이후 진행이 안되네요 삭제후 재설치에도 동일합니다,1,0,2020-01-08 11:01:06,2020/1Q,2020
19090,19090,Google 사용자,짱,5,0,2020-01-08 11:58:55,2020/1Q,2020
3262,3262,Google 사용자,앱은 좋은데 외국이랑 비교하면 초라하다 특히 애니메이션이 수가 엄청 부족하고 일본에는 도깨비가 있는데 정작 한국에는 도깨비가 없다 ???,5,0,2020-01-08 14:23:24,2020/1Q,2020
5059,5059,Google 사용자,팝업화면사이즈 조절할수있게해주세요 다른거하면서도 볼수있게,4,0,2020-01-08 16:46:21,2020/1Q,2020
4753,4753,Google 사용자,가격이 좀 나가긴해도 공유할경우 만족하면서 시청할수 있는 어플인거 같아요,5,1,2020-01-08 17:45:33,2020/1Q,2020
11875,11875,Google 사용자,넷플릭스 코리아 일 못한다는말 들었는데 사실인가봄 웨이브나 티빙 갈아타는게 나은듯,1,0,2020-01-08 17:47:02,2020/1Q,2020
8172,8172,Google 사용자,노트 9 시커멓게 나오는거 빨리 개선해주세요 ㅡ.ㅡ 무료앱이면 말도안해여,1,0,2020-01-08 17:55:33,2020/1Q,2020
11420,11420,Google 사용자,다 좋은데 이중자막 좀 되게해주세요..,5,0,2020-01-08 19:05:27,2020/1Q,2020
103,103,Google 사용자,도대체 언제 재생 오류 수정 되나요????? 로딩시간 너무 오래걸리는거는 물론이고 재생되도 화면은 멈추고 소리만 들려요 모든 동영상이 다 그래요 요즘 영화 보면 계속 자막은 뜨면서 영상은 멈춰서 소리만 들리는데 와이파이 빵빵 잘터지는 곳에서도 그러네요 웨이브는 안 그러는거보니 어플문제인거 같습니다 며칠째 계속 이러니 너무 짜증나요,1,7,2020-01-08 19:22:39,2020/1Q,2020
13727,13727,Google 사용자,응 카드결제해야돼~,1,0,2020-01-08 19:24:12,2020/1Q,2020
1580,1580,Google 사용자,1.업데이트하라고 떠서 눌렀는데 실행화면만 계속 유지되고 진행이 안되어서 아예 넷플릭스 어플을 지우고 다시 깔려고 하니 이젠 버튼이 안 눌려지네요?어떻게 해야하죠? 2.티비로 넷플릭스 볼때 왜 자꾸 사용중지 될까요? 3.넷플릭스는 왜 이렇게 오류가 많을까요?,3,16,2020-01-08 19:59:11,2020/1Q,2020
5444,5444,Google 사용자,도대체 한국 청불 기준이 뭡니까 대만에서는 16세 이상인게 한국에서는 다 청불이네요. 그리고 진정령 제발... 한국에 좀 들여와 주세요. 대만은 있길래 대만에서 다 다운받아왔더니 한국에선 못보게 해봤네요,4,1,2020-01-08 20:33:35,2020/1Q,2020
19022,19022,Google 사용자,Muy bueno encanta en la forma de descargar los capítulos.,5,0,2020-01-08 23:30:56,2020/1Q,2020
2755,2755,Google 사용자,번역이 이상하고 허접한것 빼고는 좋아요 :> 그냥 친구랑 계정공유해서 싼맛에 봅니다 넷플에 없는 영화 드라마 수두룩하니까 꼭 체크하고 가입하세요 특히 영드랑 미드 조금밖에 없고 애니도 딱히 .. 미드 좋아하시는 분은 옆동네 ㅇㅊ가 더 나을듯 합니다,2,0,2020-01-08 23:52:31,2020/1Q,2020
14047,14047,Google 사용자,s10 화질 개똥망 ㅜㅠ,1,0,2020-01-09 00:57:56,2020/1Q,2020
19180,19180,Google 사용자,좋네요,5,0,2020-01-09 00:59:28,2020/1Q,2020
15958,15958,Google 사용자,인증메일이안와요,1,0,2020-01-09 01:37:18,2020/1Q,2020
19016,19016,Google 사용자,App says Widevine CDM L3 despite the fact the device IS L1 certified model (Galaxy S7) and all other streaming app plays in HD on my device.,1,0,2020-01-09 01:39:48,2020/1Q,2020
4471,4471,Google 사용자,시리즈 물이 많이 없는건 이쉽지만 오리지널 시리즈가 워낙 재밌어서..,4,0,2020-01-09 09:18:27,2020/1Q,2020
19212,19212,Google 사용자,굿,5,0,2020-01-09 09:46:44,2020/1Q,2020
2282,2282,Google 사용자,영상보다가 계속 영상이멈추는 현상이 일어납니다;;; 그래서 지웟다 다시 설치하면 괜찮았다가 또다시 멈추네요.....,3,1,2020-01-09 13:26:02,2020/1Q,2020
10647,10647,Google 사용자,12세 사용으로 적어놓고 로그인 하려니까 19세라고 되있눈건 뭐줘,1,0,2020-01-09 14:34:59,2020/1Q,2020
11005,11005,Google 사용자,재미있는것이 많아서 정말 좋았어요,5,0,2020-01-09 17:19:50,2020/1Q,2020
9625,9625,Google 사용자,너무조아용 삼십일써보고 좋으면 유료결제하꼬에영 ㅋㅋ,5,0,2020-01-09 18:03:49,2020/1Q,2020
19191,19191,Google 사용자,Good,5,0,2020-01-09 19:48:43,2020/1Q,2020
6753,6753,Google 사용자,잘 쓰고있다가 볼게없어 멤버십해지 했는데 아니 또 결제됨 아 해지해도 이번달꺼겠구나~했는데 아니 이번에 또 다시 해지푸니까 또 결제됨 이거뭐임?같은달에 두번 결제됨,1,0,2020-01-09 19:52:46,2020/1Q,2020
14476,14476,Google 사용자,화질이쓰레기네요,1,0,2020-01-09 22:09:23,2020/1Q,2020
19210,19210,Google 사용자,굳,5,0,2020-01-09 23:54:42,2020/1Q,2020
8605,8605,Google 사용자,아니 영화랑 드라마 올라오는거 맞나요 왜 내가 보고싶은 드라마랑 영화 수십개중에서 한개도 없는건데 돈주고 이런걸 결제하느니 딴데서 보겠다 진짜 역대급 최악 앱이다. 돈이 너무아까워,1,0,2020-01-10 00:18:50,2020/1Q,2020
19193,19193,Google 사용자,Good,5,0,2020-01-10 00:30:57,2020/1Q,2020
13442,13442,Google 사용자,다양한영화가 무료로 ~~^^,4,0,2020-01-10 00:56:20,2020/1Q,2020
1840,1840,Google 사용자,"해당접속국가 에러뜨면서 강제 종료됨 ㅜ한두번 아님 참고로 한번도 우회접속한 적도 없는데.말이죠. 그리고 미국인 님친꺼로는 상당한 서비스가 제공되던데 왜 한국계정은 왜이런지 ,,궁금하네요.",1,1,2020-01-10 01:14:15,2020/1Q,2020
2126,2126,Google 사용자,이거 4k가 안돼고 1080p만 된다. 근데 1080p도 지멋되로 이고 내가 설정도 할 수없고 혹시 내가 한달 무료라서 그런거라면 다음달은 안 살거입니다. 내가 진짜 오랬동안 볼려고 페인처럼 볼려고 했는 데 이건 아니지 그럴거면 돈을 내라고 하든가 화나네 이런건 유튜브좀 배우자 경영방식이 달라도 이건 아니지 그래 운0영 프로그램이 다른 수 있어 나 같은 사람은 넷블릭스 결제 안 한다. 최대한 빠른 실내에 영상마다 화질변경을 빠르게 폰이라도 고쳐주실 바란다. UHD이가 되는 건 확실한 건가,3,0,2020-01-10 01:31:52,2020/1Q,2020
16327,16327,Google 사용자,굿 좋아요,5,0,2020-01-10 06:50:21,2020/1Q,2020
12403,12403,Google 사용자,굿 근데 영화 점 많이 추가좀 미국 넷플 처럼,5,0,2020-01-10 08:36:32,2020/1Q,2020
6835,6835,Google 사용자,다양한 컨텐츠를 다양한 방법으로 볼 수 있어서 좋아요,5,1,2020-01-10 14:10:49,2020/1Q,2020
1475,1475,Google 사용자,화면이 멈추고 소리만 납니다 이런 현상이 계속 되네요 어플 지웠다 다시 깔아보고 로그아웃 했다 재접속해봐도 넷플릭스만 그러네요 유료서비스인데 계속 이러니 정말 짜증납니다 탈퇴하고싶은 생각이 계속 나네요,1,1,2020-01-10 16:23:04,2020/1Q,2020
15657,15657,Google 사용자,별로인데 5점,5,0,2020-01-10 16:53:57,2020/1Q,2020
19341,19341,Google 사용자,굿,5,0,2020-01-10 21:21:12,2020/1Q,2020
12469,12469,Google 사용자,아니 12세 사용 이라 쳐 되있고 성인이상 등록하라고 쳐 인증 하라그러네,1,0,2020-01-10 23:13:16,2020/1Q,2020
184,184,Google 사용자,갤럭시s10 5G 사용자 입니다. 영상 재생시 재생/일시정지 넘김등 인터페이스가 나올때 한번 더 터치 하면 인터페이스가 사라지지 않는데 버그인건가요? 자막 있는 영상볼때 인터페이스 사라지는 시간까지가 너무 불편하네요,4,1,2020-01-11 13:46:04,2020/1Q,2020
7828,7828,Google 사용자,"좋은데 보고싶은 드라마가 없네요ㅜㅜ 다 있는건 아닌가봐요,, 연애의 발견이랑 맨도롱 또똣 보고싶어서 깐건데,,ㅠㅠ",3,0,2020-01-11 14:05:48,2020/1Q,2020
6524,6524,Google 사용자,좋은데 4k 화질 지원되는 핸드폰은 울트라 hd급을 허용해야되는거 아닌가싶습니다.검토 해주세요,4,0,2020-01-11 14:42:45,2020/1Q,2020
19083,19083,Google 사용자,희경,5,0,2020-01-11 14:55:27,2020/1Q,2020
19018,19018,Google 사용자,가끔 프리즈되서 폰을 재부팅해야 하는 거 말고는 잘 사용하고 있어요 ㅎ I have been enjoying this app quite well except that I have to reboot my phone from time to time because of the freeze that this app causes. FYI my phone is blackberry Key2.,3,0,2020-01-11 17:34:20,2020/1Q,2020
