,Unnamed: 0,userName,content,score,thumbsUpCount,at,quarter,year
9338,9338,김정한,다양한 영화를 즐길 수 있어 좋아요,5,0,2020-07-02 22:20:45,2020/3Q,2020
9773,9773,맹그,결제를 하였는데 넷플렉스 접속이안됩니다,1,0,2020-07-02 23:08:38,2020/3Q,2020
4604,4604,sunni bae,솔직히 폰에 쓰는 어플 통틀어서 넷플릭스만큼 자주 오류 나는 어플도 없다 한 달에 서비스 개선 좀 하세요,2,3,2020-07-02 23:41:48,2020/3Q,2020
13731,13731,동둥이맘,자꾸오류떠서꺼지는데왜이래요,1,0,2020-07-02 23:55:24,2020/3Q,2020
13712,13712,우희,19세 좀 없애주세요 청소년은 돈 내도 영화 드라마 보지 말라는건가요,1,0,2020-07-03 00:40:38,2020/3Q,2020
6370,6370,PARK건,계속 연결이 끊어지고 제거 후 다시깔아도 나아지지 않습니다.,1,1,2020-07-03 00:50:08,2020/3Q,2020
4149,4149,대빵귀욤이,화면은 시도때도 없이 멈추고 말소리만 재생되고 이러고 결재하라구요? 해결 방법도 없고?,1,3,2020-07-03 05:05:47,2020/3Q,2020
13638,13638,달팽이,돈내고 영상안나오고 소리만나오는 클라쓰 ㅋㅋ,1,0,2020-07-03 05:26:07,2020/3Q,2020
7981,7981,김호준,아니 한달무료볼려고 가입햇는대 결재정보가 틀리다하여 다른카드로 가입햇는대 결재가됫네요 취소해주세요,1,1,2020-07-03 09:01:01,2020/3Q,2020
1599,1599,호호나,넷플릭스는 다좋아요 그런데 만약 어떤만화가 1~4가나오면 넷플릭스는 2~3만 나오나까 불편해요 다른데는 돈을 내고봐야데는대 여긴는 한달내고 이러느까좋은데 시즌이 이습면 다나와 있습면 좋개써요 특히 프리파라요 그거시즌1~4까지있는데 2~3만있습니까 불편해요ㅠ,3,0,2020-07-03 10:06:34,2020/3Q,2020
7045,7045,피스나미,화면이 작아질때에도 자막이 뜨면좋겠어용,5,0,2020-07-03 13:17:41,2020/3Q,2020
2072,2072,한지수,-1023 에러가 지속적으로 나요. 보통 핸드폰을 두번정도 껐다켜면 괜찮나지는데 이걸 하루에도 두세 번 해야하니 넘 물편하네요. 그 유명한 넷플릭스 맞는건가요?,1,1,2020-07-03 13:19:19,2020/3Q,2020
11174,11174,김덕,아니 넷플릭스 들어갈려고 하니깐 안들어 가지네요 왜그런거요?,3,0,2020-07-03 17:25:19,2020/3Q,2020
18440,18440,박경진,굿,5,0,2020-07-03 18:07:05,2020/3Q,2020
6683,6683,이경수,삭제하고 또 설치했는데 자꾸 종료되고 안열려요 짜증나서 탈퇴하려해도 열려야 탈퇴를 할텐데..,1,1,2020-07-03 18:22:11,2020/3Q,2020
6392,6392,박hyebin,들어가기만 하면 디바이스 오류났다고 500 116 뜨면서 자꾸 튕기는디 진짜 짜증나네요 고치세요 어서,1,0,2020-07-03 19:01:43,2020/3Q,2020
3293,3293,Jin•_• P,업데이트 해서 실행하려니깐 왜 계속 꺼져버리나요? 실행이 안되고 계속 튕기기만 하니 당황스럽네요,1,1,2020-07-03 20:45:58,2020/3Q,2020
13261,13261,조현이,결제하고서 실행이 안되요.,1,0,2020-07-03 20:47:08,2020/3Q,2020
2561,2561,뭐요,전에는 이러지 않았는데 벌써 2번이나 결제 이후에 들어갈 수가 없습니다. 결제창이 뜨기에 오류 수정된 줄 알았는데 한달 넘도록 고쳐지지 않았네요. 환불하고 싶어도 할 수도 없고 빨리 고쳐주세요.,1,3,2020-07-03 21:21:43,2020/3Q,2020
3299,3299,Seon Ok,어플을 누르면 켜지는듯 하다가 그냥 자동으로 어플이 꺼집니다. 아무표시도 안뜨고 아예 들어갈수가 없는데 왜그런건가요??,1,2,2020-07-03 21:49:29,2020/3Q,2020
3310,3310,황재형,밝기를 최대로 올려도 화면이 넘 어두워요.. 항상 밤에 불끄고 보게됩니다. 개선해주세요,3,1,2020-07-03 22:42:25,2020/3Q,2020
3839,3839,삐삐,다ㅜ좋은데 앱이 이상해요 안켜져요 껏다켜도안되고 다시깔아도안돼요 제발해결좀요. 노트10입니다.,4,2,2020-07-03 23:29:57,2020/3Q,2020
1391,1391,신민정,갑자기 앱이 안들어가져요. 와이파이문제같아서 데이터로 들어가봐도 안되길래 기다렸다가 다시 들어가도 안되요 ㅜㅜ 넷플릭스 사용중인 친구한테 물어보니까 그 친구는 잘 들어가진다는데 왜이럴까여 ㅜㅜㅜㅜ,4,29,2020-07-03 23:41:57,2020/3Q,2020
3082,3082,박종환,정말 좋은데 낭만닥터 김사부가 너무 보고싶어요...ㅜㅜ 한번만 부탁드립니다 ㅎㅎ 감사합니다 항상 재미있게 사용하고 있습니다..ㅎㅎ,5,1,2020-07-04 00:58:49,2020/3Q,2020
16030,16030,조휘곤,문제가 많다,1,0,2020-07-04 02:10:02,2020/3Q,2020
12238,12238,최민선,제대로 재생이 안됩니다,1,0,2020-07-04 04:21:28,2020/3Q,2020
18433,18433,유해랑,매우좋음,5,0,2020-07-04 05:33:34,2020/3Q,2020
5633,5633,김수진,앱 실행 자체가 안되는데 무슨이유일까요??? tv연결은 되는데 모바일에선 실행자체가안되네요,1,2,2020-07-04 09:19:37,2020/3Q,2020
10161,10161,曙月,이거 제가 로그인을 했는데 안 들어가져요...30일 무료 이용 이것만 나오고 계속 넘기는데 안나옵니다. 어떡해 해야하죠? 알려주세요ㅠ,1,0,2020-07-04 09:20:48,2020/3Q,2020
4016,4016,도라지,자동결제하고나서 어플사용이 안돼요 껏다켜졌다 계속 반복되어서 모바일루 사용불가,1,1,2020-07-04 11:11:56,2020/3Q,2020
3805,3805,김기재,어플실행시 바로 켜졋다가 꺼져버리네요..컴퓨터아니면 모바일로는 시청이안되나봐요 이젠,1,0,2020-07-04 12:10:21,2020/3Q,2020
18468,18468,유재명,👍👍,5,0,2020-07-04 13:50:14,2020/3Q,2020
2423,2423,동글,자꾸 디바이스 오류났다고 로그아웃돼서 튕기는게 20번이 넘는다. 참고 참다가 업데이트 다시 했는데도 똑같다. 돈 받아쳐먹으면서 이런 일 없애려고 업데이트 하는거 아니냐 왜 바뀐게 없냐,1,6,2020-07-04 15:01:28,2020/3Q,2020
15696,15696,송기정,환불이 안되나요?,1,0,2020-07-04 16:12:06,2020/3Q,2020
9239,9239,BB lee,멤버십 결제했는데 앱 크래시 나네요.. 이용불가한 상태입니다.,1,0,2020-07-04 16:15:45,2020/3Q,2020
3867,3867,김주원,오디오만나오고 화면이 안나옵니다 다시계속해봐도 잘안돼네요,1,0,2020-07-04 16:43:46,2020/3Q,2020
14515,14515,마덕,볼 영화가 별로 업다,4,7,2020-07-04 16:59:36,2020/3Q,2020
5540,5540,김세래,방금 가입했는데 졸라 멈추고 접속 안되고.화딱지나네 ㅡㅡ 뭐야이거 로그인중..에서 계속 멈추는데 걍,1,0,2020-07-04 18:19:24,2020/3Q,2020
18437,18437,이진석,굳,5,0,2020-07-04 20:33:43,2020/3Q,2020
11898,11898,이성철,정말 대단합니다 캐치온 보다가 넷플릭스 봅니다,5,0,2020-07-04 20:54:05,2020/3Q,2020
1412,1412,박영아,유료로 보는 앱인데도 불구하고 오류나 에러나 너무 자주 뜹니다.저번에는 동영상 보고있다가 갑자기 꺼지더니 비번도 안바꿨는데 로그아웃 되더니 로그인도 안되고 한참뒤에 로그인되고 다른 리뷰들도 보면 저같은 분들이 한둘이 아닌거 같은데 개선 좀 해주세요!!,2,62,2020-07-04 21:52:00,2020/3Q,2020
13552,13552,yong Lee,정말 너무나 좋아요,5,0,2020-07-04 21:58:55,2020/3Q,2020
7499,7499,권손숙,지금 초기 넷플릭스 화면에서 움직이지를 않네요 어떻게 해결이 되나요?,2,0,2020-07-04 22:46:09,2020/3Q,2020
10540,10540,봄바람,501.-109 오류가 대체 뭔가요 유료서비스인데 매번 오류나서 열리지 않으면 환불해줍니까?,1,1,2020-07-05 02:44:21,2020/3Q,2020
14815,14815,원경덕,오류좀 고쳐봐 제발,1,1,2020-07-05 03:25:18,2020/3Q,2020
11866,11866,체블,제발 모자이크 같은거 애니 볼때 개 거슬려요 ; 아니면 모자이크 on off 기능을 만들면 안돼요 ? 진짜 1 도 안잔 힌 한 부분 인데 왜 하는지 모르겠어요 ㅠㅠ 피만 살짝 나와도 모자이크 하고 진짜 우리가 돈 내고 보겠다는데 ㅠㅠ 아님 19 세를 걸어서 성인 인증 한 사람들은 모자이크 빼게 해주세요 ㅈㅂ 개 거슬려요 ㅠ,2,0,2020-07-05 05:38:33,2020/3Q,2020
7795,7795,조조유리,저기 저 이메일 주소눈 없는데 막 30일동안 이용 도 눌렀는데 막 가입하라는거..,1,1,2020-07-05 07:06:31,2020/3Q,2020
13960,13960,Cindy S,로딩화면에서 멈춤,1,0,2020-07-05 08:52:34,2020/3Q,2020
23023,23023,노재훈,좋음,5,0,2020-07-05 09:17:46,2020/3Q,2020
12245,12245,박하사탕,재밌는거 많아서 좋아요,5,0,2020-07-05 10:39:26,2020/3Q,2020
13188,13188,민용원,뭐 자꾸 디바이스 재시작하래,1,1,2020-07-05 11:03:19,2020/3Q,2020
13019,13019,이인기,"결제 후, 앱을 킬 수가 없어요. 젠장..",1,0,2020-07-05 12:28:12,2020/3Q,2020
10065,10065,또리도뤼,한번씩 팅기는데 그게 개빡침,3,1,2020-07-05 14:45:49,2020/3Q,2020
18431,18431,달빚별빚,🦄💮🌸🦄💮💮🦄💮🌸🦄💮🌸🇪🇷🦄💮💮😣🤪🤤💜💙🦄🤧🤧🤧🤧🤧🤧🦄💮😵😵😵😢💙🍜🦄💙🍜😢🍜🍜🍜🇪🇷🦄🇪🇷🤧🇪🇷💚🤧💚🌸😖😘😵😵😔🤪🤩😘,5,0,2020-07-05 15:28:53,2020/3Q,2020
9701,9701,임정민__,진짜 좋아요 제 인생 최고의 앱인데요?? 근데요...호텔델루나 언제 나오나요...?,5,0,2020-07-05 15:35:53,2020/3Q,2020
4343,4343,뭔데 형너는,자동결제하고 돈 빠져나가고ㅡ.ㅡ 왜 앱 실행하면 자동종료 됩니까? 결제하고 나서부터 계속 앱 꺼짐 조치좀 해야하는거 아닌가요? 하루가 지났는데?,3,3,2020-07-05 16:56:32,2020/3Q,2020
10738,10738,ryohei ishida,요새 영상이 너무끊기네요,2,0,2020-07-05 17:44:12,2020/3Q,2020
18444,18444,1101ธีรณัฏฐ์ ชาติปรีชากุล,เน็ตหลุดบ่อยมากหลังจากอัพเดทดูหนังไม่เคยจบเรื่องเลยว่ะดูอยูก็หลุดสัสห่วยแตก,1,0,2020-07-05 18:39:40,2020/3Q,2020
4983,4983,서성영,갑자기 접속이안되요 접속할려고하면 계속 팅겨요 결재하고 난후부터 계속 팅겨요 해결부탁합니다 안되면 환불 요청합니다,1,3,2020-07-05 18:58:09,2020/3Q,2020
14620,14620,하리니,이걸로만화보는거짱이에여!,5,0,2020-07-05 19:33:48,2020/3Q,2020
18480,18480,nambin yim,감사합니다,4,0,2020-07-05 20:24:28,2020/3Q,2020
4826,4826,ekija3,로그아웃하고 다시 로그인이 안되네요 어찌라고..로그인이 않되서 회원탈퇴도 못하고 이거 어케요,1,2,2020-07-05 20:51:44,2020/3Q,2020
7288,7288,C하쪼코,왜 다시 결제후에 앱이 안켜지고 다시꺼지는거죠??? 삭제 했다가 다시 깔아도 똑같아요ㅠㅠ,1,1,2020-07-05 20:54:56,2020/3Q,2020
6093,6093,성이름,결제하고나니깐 무한히 튕기면서 실행이 안됩니다 환불요청합니다,1,0,2020-07-05 21:47:41,2020/3Q,2020
7621,7621,마이데이,넷플릭스 결제 후 접속오류 재접속 해도 계속 튕겨요...,3,1,2020-07-05 22:51:44,2020/3Q,2020
10003,10003,임재식,이거뭐죠 가입하고 30분보다 이어보려고 눌럿더니 멤버쉽이 정지되었다고해서 보니 결제입력이 안됬다고 다시입력하라고해서 했더니 오류? 다시했더니 자꾸 창이일넘어가더니 나중에다시 하라고 하네여 내일다시 해봐야 알겠지만 이러면 사용하기힘들어서 사용하겟습니까 조찌좀취해줘여,1,5,2020-07-05 23:08:07,2020/3Q,2020
4892,4892,Kaitlyn Lee,컨텐츠는 좋지요. 그런데 볼 수가없어요. 자꾸 접속할 수 없다고 나중에시더하라고 떠요ㅠㅠㅠㅠ,1,2,2020-07-05 23:19:02,2020/3Q,2020
10719,10719,둠칫쿵치키타,너무좋습니다. 꼭여기쓰세요.,5,0,2020-07-06 00:14:04,2020/3Q,2020
7986,7986,나무늘보,"다 좋은데 용어좀 고쳐야할듯 교장, 선생, 배우 같은 직업 설명에 불필요하게 '여' 붙이는 일좀 하지 맙시다. 여교장 같은 이상한 단어 보고 하는말임. 글로벌 기업이 뭐 이래. 모니터링좀 합시다~",3,1,2020-07-06 03:05:54,2020/3Q,2020
11201,11201,Google 사용자,좋은데 원펀맨시즌3좀업데이트해주세요.,3,0,2020-07-06 08:57:37,2020/3Q,2020
7875,7875,시오,왜재 평점은 사라지죠? 다시말쓰드리겠습니다 호텔델루나.날씨의 아이 좀 보게 해주시죠 없네요 그리고 자막이랑 한국어 둘 다 해주시기를 바랍니다,3,1,2020-07-06 11:03:50,2020/3Q,2020
13520,13520,정은chasi,일부영화가 삭제돼 아쉽네요,3,0,2020-07-06 11:25:22,2020/3Q,2020
7706,7706,사람,너무 좋네요 근데 전설의 마법 쿠루쿠루 추가해주셨으면 좋겠어요ㅠㅠㅠ,5,0,2020-07-06 13:39:49,2020/3Q,2020
14176,14176,정선주,ㅡㅡ왜자꾸팅기죠?? 12000원내고결제했는데,1,0,2020-07-06 13:44:43,2020/3Q,2020
10850,10850,레혼,넷플릭스 깔았는데 왜전부영어죠 한국어로 어떻게바꾸나요?,2,0,2020-07-06 13:55:13,2020/3Q,2020
5639,5639,sso sso,팝업모드로 나올때 자막 노출 할 수 있게 해주세요 운이 좋아 오류인지 가끔 자막보이던데... 자막좀 노출시켜주세요 pip모드일때요,4,1,2020-07-06 14:47:29,2020/3Q,2020
22794,22794,치킨집,넷플망함?,1,0,2020-07-06 16:38:59,2020/3Q,2020
11140,11140,박동혁,아 뭐야 자꾸 비밀번호 오류라고 뜨고 다시 깔았더니 들어갈수가 없네. X x,1,1,2020-07-06 21:57:13,2020/3Q,2020
4227,4227,오빠괴롭히는호동이,오류때문에 앱을 사용할수가없어요 몇번을 지웠다까는지 .. 불편해서 앱 못쓰겠어요 왓챠로 갈아탈거에요,1,0,2020-07-06 23:00:09,2020/3Q,2020
3686,3686,nevertheless,결제하자마자 이용하려고하니까 어플이 계속 튕겨서 들어가지지도않고 이용할수가 없네요 저번에는 로그인이 안되더니 어플 개선할점이 많아보여요,1,3,2020-07-07 01:10:47,2020/3Q,2020
4968,4968,임성용,아니왜 넷플릭스 키면 영어로 다 번역이되어있죠 ㅠ 한국어로 어떻게 변경하나요 모바일이에요,3,1,2020-07-07 02:30:07,2020/3Q,2020
8181,8181,임서진,왜계속접속불량인데요..와..계속이시네요??짜증나게볼것도 보지못하게..결제하면!??이게달라지나요?,1,0,2020-07-07 02:45:05,2020/3Q,2020
13606,13606,해담,결제하고 나니 앱이 안들어가짐 ㅡㅡ 열자마자 꺼지고 난리임 ㅡㅡ,1,0,2020-07-07 04:54:25,2020/3Q,2020
3327,3327,안지선,해지했는데 요금청구가되었네요 취소부탁드립니다 꼭! 생각보다는 영화종류가적은거같아요,3,0,2020-07-07 06:54:27,2020/3Q,2020
1905,1905,Black Bike,갤럭시 노트8 사용중입니다. 문제점 건의합니다. 1. 넷플릭스 영상시청중에 화면 잠그고 통화나 알람이 울린 다음에 통화를 끊거나 알람을 중지시키면 백그라운드에서 넷플릭스 영상이 자동재생됩니다. 2. UI를 바로 끄려면 화면밝기를 조정해야 됩니다.,1,35,2020-07-07 07:15:52,2020/3Q,2020
4489,4489,Yona Coreano,장르별 보기 지원안됨. 로맨스나 액션이나 스릴러나 나오는 화면은 다 같음,1,0,2020-07-07 08:35:05,2020/3Q,2020
15808,15808,Miae An,왜 안됨...????,1,1,2020-07-07 10:50:58,2020/3Q,2020
18436,18436,하동호,굳,5,0,2020-07-07 11:33:13,2020/3Q,2020
11139,11139,잉키키,그 지금 안드로이드인데 어플 키면 팅기는데 확인좀해주세요,1,2,2020-07-07 13:58:25,2020/3Q,2020
19686,19686,CK Shin,갓플릭스,5,0,2020-07-07 16:14:09,2020/3Q,2020
13513,13513,병수강,결제했는데 왜 꺼져자꾸꺼져시1ㅓㄹ,1,0,2020-07-07 16:54:26,2020/3Q,2020
11329,11329,김러블리,좋은거같아여 추천추천 해용,4,0,2020-07-07 18:40:22,2020/3Q,2020
1658,1658,민젊음,세로 화면도 추가 되면 좋겠네요ㅜㅜ 영상을 보는 자세나 공간이 다양해서 가로만으론 부족해요.,4,1,2020-07-07 18:43:52,2020/3Q,2020
15310,15310,Yongseok Choi,넷플릭스 흥해라! ㅋㅋㅋㅋㅋㅋㅋ,5,0,2020-07-07 19:52:58,2020/3Q,2020
2083,2083,우리,다 좋은데 1.2배속 1.5배속 빨리보기 기능이 제발 생겼으면 좋겠어요 ㅠ ㅠ 빠름을 추구하는 요즘시대에 꼭 필요한 기능임,4,1,2020-07-07 21:31:07,2020/3Q,2020
23167,23167,여름싫어,최고,5,0,2020-07-07 21:47:44,2020/3Q,2020
18419,18419,Geeeun Jung,굿,5,0,2020-07-07 22:03:57,2020/3Q,2020
18414,18414,김태식,감사,4,0,2020-07-07 22:45:27,2020/3Q,2020
5521,5521,젤리빈즈,디바이스오류 ㅡ.ㅡ 볼때마다 오류로 끊기더니 지금은 아예 접속도 안되네요 진짜 다른분 말처럼 만원넘는 금액인데 제값을 못하네요,1,3,2020-07-07 23:40:37,2020/3Q,2020
9994,9994,덕구,저번부터 계속 어플 켜면 튕기는데 이거 어떻게하나요? 결제해놓고 보지말라는건가;;,1,1,2020-07-07 23:53:58,2020/3Q,2020
5611,5611,정해림,저녁부터 안되더니 밤12시 넘어서도 계속 안되네요 아우 짜증나.. 검정배경에1 넥플릭스 빨간글씨 써있는 화면에서 안넘어가요... 진짜... 으우,1,2,2020-07-08 00:19:25,2020/3Q,2020
18447,18447,박종아,조으다,5,0,2020-07-08 00:47:30,2020/3Q,2020
14274,14274,곰라니,항상만족합니다,5,0,2020-07-08 00:59:39,2020/3Q,2020
7910,7910,임유빈,왜 맘대로 결제를 해요 사용하지도 않은어플인데 이것 뭣하는거야 진짜이 새벽에 결제를 진짜 짜증나네,1,0,2020-07-08 02:30:25,2020/3Q,2020
1690,1690,easy review,"방금 결제했는데.. 튕겨서 앱 실행 자체가 안되네요.. 앱도 최신으로 업그레이드 된 상태이고, 노트8 소프트웨어도 최신 업글 완료 상태인데.. 아 어째야하나.. 어디다가 문의를 해야하는지.. 처리 부탁드려요..",1,29,2020-07-08 04:36:57,2020/3Q,2020
18594,18594,김상준,히히 쩌...쩐다!,5,0,2020-07-08 07:42:07,2020/3Q,2020
11103,11103,왕눈이,너무 좋아요 근데 제가 보고싶은것들이 많이 없네요..ㅠ,4,0,2020-07-08 08:47:59,2020/3Q,2020
14028,14028,명현,갓플릭스 두말하면 뭐해~,5,0,2020-07-08 12:13:54,2020/3Q,2020
5143,5143,cocoi ha,이거 돈내고 보는 거 아님? 오류가 왤케 많이 나나요? 끊겨도 적당히 끊겨야지 한두번도아니고 하루에 한두번도 아니고 거의 한시간마다 한두번씩 계속이러면 어쩌라는건지...,1,3,2020-07-08 12:14:47,2020/3Q,2020
1346,1346,Myeong Kyun Shin,그 전에 갤럭시s7이랑 lg g7 사용할때는 문제가 없었는데 갤럭시s10e에서는 처음 재생정지 조작 화면이 몇 초 가량 없어지지 않는 문제가 있습니다... 다른 화면을 아무리 클릭해봐도 재생정지 조작 화면이 안없어 지네요 해결 좀 부탁 드려요,1,8,2020-07-08 12:57:25,2020/3Q,2020
13556,13556,나은정,제가 너무 좋아 해 요새 무 서 원 줄,5,0,2020-07-08 13:48:41,2020/3Q,2020
18738,18738,윤빠비,좋아용~,5,0,2020-07-08 14:13:56,2020/3Q,2020
18724,18724,박민재,좋아,5,0,2020-07-08 14:25:40,2020/3Q,2020
15822,15822,Yoonsoo Kim,잼나고 좋아요,5,0,2020-07-08 14:29:54,2020/3Q,2020
18729,18729,박은화,좋아,5,0,2020-07-08 15:08:53,2020/3Q,2020
18731,18731,m.t초코,좋아요,5,0,2020-07-08 16:18:46,2020/3Q,2020
11922,11922,윤이다,접속오류 결제오류 뭐하자는건지 다시 깔리지도않네요,1,0,2020-07-08 17:25:00,2020/3Q,2020
13549,13549,ムンテンイユリゲシュンタジリ,애니좀 많이 추가해주세요,4,0,2020-07-08 17:59:03,2020/3Q,2020
18417,18417,Hae jin kim,좋네요,5,0,2020-07-08 18:53:06,2020/3Q,2020
8368,8368,장성진,영화 보기 너무 편리하고 좋아요.,5,0,2020-07-08 18:53:43,2020/3Q,2020
10497,10497,Jinhyun Yu,왜자꾸요즘유류가뜰까요.. 켜지지도않고 오류만나요,1,0,2020-07-08 19:54:49,2020/3Q,2020
8878,8878,최행완,다 좋은 배속 보기 없나요....빨리빨리 보고싶은데...,4,0,2020-07-08 20:48:05,2020/3Q,2020
23057,23057,건담권총,굿,5,0,2020-07-08 20:53:28,2020/3Q,2020
14257,14257,이은비,들어가면 꺼져요,1,0,2020-07-08 20:59:22,2020/3Q,2020
2664,2664,심심한악천,잘 사용하고 있었는데 지금은 실행이 아예안되네요. 영상 실행이 아니라 앱 실행이 아예안 되요. 삭제했다가 사디 깔아도 똑같은 상황입니다...,3,2,2020-07-08 22:36:47,2020/3Q,2020
