,rating,review,isEdited,date,title,userName,developerResponse
11,4,최소 16년도부터 이 버퍼링 문제때문에 불편을 제기하는 사람들이 많았는데 2020년이 다되가는 지금까지도 여전히 버퍼링 문제가 잦습니다. 좀 어떻게 대책 좀 세워주시면 좋겠습니다 개발자님들.,False,2020-10-21 13:22:40,버퍼링 문제 제발 해결합시다,brazula,
12,5,제가 보고 싶었던 드라마가 없어서 서비스해달라고 요청했었는데.. 진짜 올려주셨어요!! 대박ㅠㅠ감동의 눙물ㅠㅠ 왓챠는 사랑입니다❤️ 오늘도 방콕하며 왓챠에서 헤엄치는 중! 고맙습니다,False,2020-05-26 08:33:05,왓챠의 센스에 감동 ㅠㅠ,soyoungci,
13,5,"촌스러운 핑크와 이상하게 변형된 더블유? 디자인팀 단체로 퇴사했나요? 진짜 잘 쓰고 있었는데 아이콘 바뀐 뒤론 손이 안 가네요.....스트리밍 서비스로 보이지도 않고 왓챠만의 특색있는 디자인도 아니고,,,,흠,,,",False,2020-07-12 15:13:45,어플 아이콘 디자인 뭐죠?,알람안와시발,
14,5,요즘 나의 쩔친 왓챠♥ 영화만 많은 줄 알았는데 드라마도 엄청 많고 볼게 너무 많아요!! 시력이 안좋아지는 건..기분 탓이겠죠ㅎㅎ 왓챠 이용 안해보신 분들은 꼭 이용해보세요!,False,2020-05-26 07:08:26,1일 1왓챠 하는 중,드래곤플랏,
15,2,그냥 구버전 사용시 영상을 볼때 오른쪽 왼쪽 바로 터치다운이나 터치업 만으로도 화면밝기나 음량조절이 되어서 넷플보다 왓챠를 더 많이 보게 되었는데요. 업뎃하니 그게 안되고 한번 터치 후에만 작동하네요. 너무 불편해요. 그냥 구버전 쓸걸 그랫어요. 돌려주세요 ..구버전으로 가고싶어요 그거때문에ㅜㅜ,False,2021-01-19 15:04:18,업데이트 왜 하신건지 ...,changhayan,
16,5,"넷플릭스랑 왓챠 둘다 사용하고 있는데, 왓챠가 컨텐츠 종류도 훨씬 많고 업로드도 속도도 빠른거 같아요!  앞으로도 재밌는 작품들 계속 업데이트 해주세요:)",False,2020-05-26 06:29:47,넷플릭스보다 좋네여!,wavvycold,
17,3,아이패드 업뎃 안하고있는데 버전 제한 걸려서 사용을 못하네요.. 넷플 시즌 티빙 다 되는데 왓챠만 안됩니다.. 이전버전이라도 사용은 할 수 있게 해주세요,False,2022-05-31 04:08:26,ios13이상 이라니...,jjj._.j,
18,5,"빌라넬 진짜 제 최애캐... 킬링이브 시즌3 들어온다 그래서 시즌 1, 2 다시 정주행 중이에여! 왓챠 싸릉해요 시즌3 빨리 오픈해주세요ㅠㅠ현기증나여ㅠㅠ",False,2020-05-26 13:01:41,빌라넬 빨리 보고 싶어요!!,alrnwofh,
19,3,기존 어플 너무 잘 사용하고 있었는데 업뎃 후 너무 불편해졌어요 원래 화면 재생중에 터치스크롤로 화면밝기랑 볼륨 조절할 수 있어서 좋았는데 업뎃 후에 보니까 화면 터치 후에 컨트롤 바로 조절해야해서 불편해요 ㅠ,False,2021-01-13 02:33:54,다운그레이드 하고싶어요 ㅠ,망둥이의하루,
20,5,"유학중인 18살 여학생입니다. 한 수천번은 시도 한거같아요. 근데 다 외국이라서 안되고, 한국에서만 이용 가능하다고 그러더군요. 정말 짜증이 났어요. 왜냐하면 생각해보세요. 지금 이 지구 반대편의 아주 외진 타지에서 홀로 생활하고 있는 여학생인데 오랜만에 고향의 향기를 휴대폰의 화면으로만 볼수 밖에 없는 이 현실,,,, 참으로 애통하고 또 애통하다. 하지만 그 마저도 외국이라는 이유로 저지당하는 나..... 고향에대한 향수병을 달랠수 있는 유일한 대항마가 바로 왓챠플레이인데...왜 외국에 있으면 이용이 안되는것입니까...? 저는 넷플릭스 싫습니다 외국인들밖에 없어요. 더럽게 재미도 없고... 제발 돈은 얼마든지 낼테니 호주에서도 이용하게 해주세요 제발제발 이렇게 부탁드릴게요 제발 부탁드립니다 돈도 있는데 왜 보지를 못하니....",False,2019-09-05 12:30:13,제발 해외에서도 쓸수 있게 해주세요 제발,제발 이거 무시하지마라 그렇니까 넷플릭스한테 딸리지,
21,3,"영화로 시작한 앱이라 그런지 영화나 드라마 검색하거나 리뷰 남길때는 안 그런데, 책은 없는 것들도 많고, 등록 요청해도 업뎃이 안되네요. 이럴거면 책 평가 리뷰 기능은 왜 추가하신건지...이해가 안 갑니다.",False,2021-09-17 06:24:41,책 디비 업뎃 너무 느리네요.,어매매투나미,
22,4,홈버튼을 누르거나 앱 내에서 작은 화면 보기가 안되는게 조금 아쉬워요ㅠㅠ 그거 빼고는 너무 잘 쓰고 있습니다..! 특히 다른 비슷한 앱들에는 없는 옛날 한국 드라마가 있어서 너무 좋아요,False,2020-11-29 14:57:00,너무 좋은데 한 가지만 개선해주세요ㅠㅠ,shxurn,
23,5,왓챠 너무 좋아요! 그런데 이번에 업데이트 되고 왓챠만의 특징이었던 두번탭해서 멈추기랑 좌우 스와이프로 볼륨과 밝기 조절이 없어졌던데 너무 불편해요ㅠㅠㅠ 넷플릭스보다 왓챠가 좋았던 이유 중 첫번째였는데 이렇게 바뀌다니요ㅠㅠㅠ 다시 바꿔주세요 엉엉,False,2021-01-18 15:28:35,항상 잘 사용하고 있습니다,lynnnn22,
24,5,제발요 ㅠㅠ 멀티 태스킹 제발 하고 싶어요 사실 넷플에서 보는 것도 없는데 pip 기능 너무 좋아서 억지로 구독하고 있어요 비밀이에요 제발 pip 제발제밪ㄷ젭제발제발,False,2020-12-02 16:48:04,왓챠 사랑하고 진짜 사랑하는데 pip 지원해주세요,hyewoni7,
25,5,"왓챠에 드라마는 거의 없는 줄 알았는데 옛날 드라마도 많고, 제가 보고 싶었던 드라마 진짜 다 있어요!! 요즘 드라마로 추억여행 합니다ㅠㅠ 왓챠 화이팅☺️",False,2020-05-26 12:31:32,드라마 좋아하시는 분들은 꼭 받으세요!!,부지런한 레이지걸,
26,5,근데 프로필을 여러개 해서 한 계정으로 여러명이 쓰고 있는데 잠금기능도 있었으면 좋겠어요,False,2022-05-11 12:28:00,왓챠 볼 거 많아서 좋아요!,문숙아결혼하자,
27,5,잘쓰고 있습니다! 상하방향키로도 볼률조절 할수 있게해주세요 M1에어인데 상하방향키 누르면 볼륨이 최대로 되버려요,False,2022-01-23 01:45:42,좋은데 상하방향키로도 볼률조절 할수 있게해주세요,msmsk123,
28,5,"넷플릭스, 디즈니플러스 대비 가장 불편한 
부분입니다. 꼭 반영 부탁드릴게요~",False,2022-05-07 01:39:27,왓챠 프로필별로 비번 설정 가능하게 해주세요~,선주이,
29,5,다운로드 받다가 꺼져서 영화 보면서 기다리면 또 꺼지고 또 꺼지고 자꾸 꺼지면 어떻게 다운 받아서 보고 다니라는거죠 다운 받은 만큼에서 다시 다운 받아지는 것도 아니고 또 처음부터 받고 영화도 보는데 흐름 끊기게 자꾸 꺼지고 돈을 받는다면 그만한 값어치를 해줬으면 합니다 좀,False,2019-10-13 16:34:08,대체 왜 자꾸 꺼지는거죠,콩빔,
30,5,"정기구독한지 1년 넘은 유저입니다만 죄송한데요 
로고 진짜 핵구려요..저도 같은 디자인 업계에 종사하는 사람으로써 이런 단어 쓰기싫은데요 진짜 로고디자인이나 고유 아이덴티티가 퇴보했는데요...? 아이덴티티를 어떻게 구축했고 누가 컨펌을 내려줬는지 모르겠지만 ‘핵구려서’ 업뎃안하고있습니다. 심지어 로고 색도 겁나 촌스럽거든요..전에꺼가 훨 나은데 차라리 전에 로고에서 색을 변경하셨으면 어땠을까요이것땜에 진심 다른 플랫폼으로 갈아타고 싶은건 처음이라 리뷰남겨요",False,2020-07-23 01:38:41,로고 실화..?,아나나ㅏㅇ,
31,5,3주 전쯤 드라마 하나 신청 했는데 다른 사람도 많이 신청 한것도 있겠지만 올라온거 보고 너무 감동함,False,2020-03-19 03:57:51,왓챠 진짜 좋음,doni0420,
32,5,"처음 앱 깔고 실행하니 SDK 에러 계속 뜨고 영상은 재생도 안돼고 혹시나 해서 캐시 삭제, 시간 및 날짜 자동으로 설정, 재부팅 후 재설치 다 해봤는데 1도 달라진게 없네요.^^  인터넷에 서치해보니 고질적이 문제같은데 왓챠 보겠다고 안드로이드로 바꿀 수도 없고, 그렇다고 매번 PC 볼 수도 없는데 앱을 사용 할 이유가 1도 없네요. ^___^",False,2020-03-21 19:19:45,넷OOO가 더 좋은 것 같네요~^^,세일러V,
33,5,"영화를 사랑하게 된 건 왓챠플레이 덕 분이에요.
처음엔 재미로 보다가 점점 필수 아닌 필수로 자리잡았네요. 그러다보니 어학 쪽도 관심이 생기고.. 현재 영어는 동시자막이 있지만, 중국어는 없어서 아쉬워요. 치아문단순적소미호나 일상 중드는 중국어 공부하기 정말 좋은데 .. 동시자막이 있었으면 좋겠습니다!",False,2018-12-06 00:40:22,사랑합니다 왓챠플레이,한꾸이,
34,5,"왓챠 제가 정말 애용하는데요 
진짜 딱 한가지 블러 처리는 어떻게 안 되는 건가요..
청불 인증 받고 블러 없이 보고싶네요🥲",False,2021-04-24 10:28:50,가끔 신경쓰이는 블러들,kkeemmsh,
35,5,실행해서 이름 누르면 튕깁니다. 돈 내고 보는 어플이 이래도 되나요 지웠다가 다시 깔고 실행해도 튕깁니다. 빨리 튕김 현상 해결해주세요.,False,2020-09-28 09:52:59,앱 실행해서 들어가면 튕겨요,sshhbin,
36,5,"그런데 요즘 컴퓨터에선 줄거리 건너뛰기 , 오프닝 건너뛰기가 잘 되는데 핸드폰에선 이 기능이 작동을 안하네요. 확인하고 수정 부탁드립니다. 참고로 기종은 아이폰xs입니다.",False,2021-04-17 06:08:17,잘 사용하고 있습니다.,짜증나아아아ㅏ아아아아ㅏ,
37,5,지금 보고싶어요 목록 채워넣기중입니다 볼게 많고 추쳔시스템이라고 해야되나 여튼 찾아보기가 좀 편해요,False,2020-07-04 02:01:40,오늘 2틀째입니다,굿K,
38,3,"이거 원하는 경우가 생각보다 되게 많은데, 넷플뿐아니라 티빙과 디플까지도 이 기능을 제공하는데, 왓챠는 그렇지 못해서 아쉽습니다.",False,2022-02-28 03:52:04,안녕하세요! 프로필 잠금 기능 해주세요,롱렁랑링,
39,5,2주 무료후가 아니라 바로 결제되서 환불한뒤 가족 메일 계정으로 다시 새로 가입했는데 또 바로 결제됨. 기기는 같지만 예전에 이용하다 끊고 가족 메일 계정으로 새로 가입했으면 2주 무료 줘야죠 계정이 다른데. 무료기간만 보고 끊은것도 아니고 1년을 이용했는데,True,2020-05-21 23:08:17,2주 무료후 결제 아닌가요,곰또미둥,"{'id': 2452076, 'body': '안녕하세요. 왓챠플레이 입니다.\n\n곰또미둥님, 첫 달 무료기간 관계없이 다운로드는 별도의 설정 없이 원하시는 작품 화면에서 바로 가능하세요. 다만 일부 작품의 경우 컨텐츠 권리사에 요청에 의해 다운로드가 불가합니다. 왓챠플레이는 저작권사와 정식 계약을 통해 서비스되고 있어 계약 관계에 따라 서비스할 수 밖에 없는 점 양해부탁드려요 :-)\n\n감사합니다.\n- 왓챠플레이 드림', 'modified': '2020-05-21T23:08:17Z'}"
40,5,개인적으로 넷플릭스에서 오리지널 시리즈를 빼면 왓챠가 더 볼게 많은 것 같아요!,False,2020-05-27 05:56:37,잘 보고 있습니다 ㅎㅎ,은근즁독,
41,1,제발 그냥 아무것도 하지마세요 보관함 왜 저따위로… 아니 보고싶어요 해놓은거랑 보고있던 거 편하게 볼 수 있던 인터페이스인데 대체 왜 진심 욕나오게 불편하니까 다시 예전 인터페이스로 바꾸세요 예전엔 보고싶어요 해놓은 것도 한 눈에 보기좋게 쫙 정렬됐는데 일렬로 정렬해놓으니까 찾기도 힘들잖아요 아 진짜 개짜증나네 날도 더운데,False,2022-07-05 18:13:51,업데이트 취소하세요,너무튕기,
42,5,"ios14 이후 PIP기능이 생겼습니다
지원되는 있는 어플이 많아지고 있는데
왓챠에서도 지원가능해지면 좋겠습니다",False,2020-11-30 20:11:33,PIP 기능 관련,바카사탕탕,
43,5,"안녕하세요 왓챠 통해서 보고싶은 영화나 드라마도 보고 잘 몰랐던 명작들도 보게 되어서 너무너무 좋아요!!
그런데 한가지 건의사항이 있어요.. 화질을 제가 선택해서 볼 수 있었음 하네요 ㅠ ㅠ 영상 볼때마다 좋은 화질로 바뀔때까지 기다리고, 중간에 저화질로 바뀌고,, 그게 너무 불편해요ㅠㅠ 물론 데이터 환경에 따라 바뀐다는 것은 알지만 개선되었으면 좋겠어요!!
왓챠 번창하세요!!!!🙃👍🏻🙂👍🏻",False,2018-10-27 02:59:10,왓챠 짱!,킁야콩야,
44,5,해외사는 학생입니다..리뷰가 너무 좋고 이미지 보니 최근 드라마/영화 업데이트 잘 되는것같아서 다운받고 열심히 보자 했는데 해외는 아직 서비스가 안된다네요ㅠ 혹시 언제쯤 될지 알수있을까요?,False,2017-09-19 20:23:47,흑,미쿧학생,
45,5,"아니 이
촌스런 핑크에 더블유라니,,,,
이전 왓챠 디자인은 뭔가 보자마자 왓챠플레이 라는걸 직감적으로 알게 해주는 느낌이었는데. 
이건 뭐 순간 쇼핑몰 앱인줄 알고 지울뻔,,, 
몇년째 쓰고 있는데 이번 디자은은 좀 많이 별로네요",False,2020-07-11 06:32:25,어플 디자인 왜바꿨나요 ㅠ,귀천다비,
46,5,"왓챠 정말 다 좋은데
업데이트하고나서 UI 너무 불편해요
다본작품 목록 좀 돌려주세요 제발제발제발",False,2022-07-05 05:01:17,다본작품목록 돌려내주세요,극삥,
47,5,요즘 하루가 왓챠만 보다 끝나네요ㅋㅋ 한량 같지만 너무 행복한 시간입니다:) 앞으로도 좋은 작품 많이 보여주세요!,False,2020-05-27 01:55:44,요즘 나의 활력소,feelinsupersonic,
48,5,"왓챠 팬입니다! 점점 발전해나가는 모습도 언제나 응원하고 있습니다. 
건의드리고 싶은 건 태블릿에서 볼 때 picture in picture 기능이 지원되면 좋을 것 같습니다. 가끔 영상을 최소화해서 한편에 띄워두고 멀티태스킹을 하고 싶을 때고 있고, 아이패드 콘솔 조작을 할 때나 (위아래 메뉴 쓸어내리기) 혹은 의도치 않게 콘솔 메뉴를 만지게 되면 바로 영상 재생이 멈춰서 흐름이 끊기게 되는 것 같아요!",False,2019-05-28 14:06:01,Pip기능 건의,Midnightkiki,
49,5,"물론 아이를 가진 부모들에겐 좋은 기능이겠지만 저는 아이도 없는데 왜 매번 실행할 때 마다 키즈 계정과 제 계정 중 하나를 골라야만 하는지 모르겠습니다. 키즈 버튼 이미지도 촌스러워서 마음에 안드는데.. 적어도 키즈 계정 버튼 활성화, 비활성화 해서 키즈 계정을 전혀 안 쓰는 사람들은 앱 실행 시 바로 메인 화면으로 넘어갈 수 있게 해주셨음 좋겠습니다.",False,2020-08-04 11:39:46,앱 실행시 키즈 버튼,우유먹는순욱님,
50,5,"몇년째 정기구독하는데요, 제가 웬만하면 리뷰 안 다는데 진짜 안타까워서 리뷰합니다. 
로고 디자인 다시 생각해주세요. 지난번의 고급스러운 로고로 다시 돌아가주시면 안될까요? 
왓챠 사용자로서 애정이나 자부심이 사라지는 디자인입니다. 볼 때마다 진짜 너무 그래요 ㅠㅠ
저만의 생각은 아닌 것 같은데 이용자들 의견 적극 반영해주시는 왓챠답게 결단 부탁드려요.",False,2020-07-13 09:58:29,로고 디자인,착한여우,
51,1,앵간하면 그냥 쓰려고 했는데 답답하고 빡쳐서 리뷰 남깁니다 아이패드 프로 2세대에서 쓰고 있는데 며칠 내 틈만 나면 재생이 멈추고 오류 나고 CTP인가는 다시 보지 않기를 눌러도 계속 뜨고 이러면 스트리밍 앱이 있는 이유가 뭡니까? 컴퓨터에선 무리 없이 작동 되는데 앱만 자꾸 네트워크 오류라느니 하며 작동이 멈춥니다 물론 와이파이 등에는 문제가 없구요 하루 빨리 업데이트로 고쳐 주셨으면 합니다 답답하네요,False,2019-01-28 14:40:46,빨리 고쳐 주세요,입력할 별명 없음,
52,1,"컨텐츠도 제가 원하는거 많고 다 좋은데 일단 영상이 안나오잖아요 왜 이어보기를하면 검은화면에 소리랑 자막만 나오고 좀있으면 튕기는거죠 와이파이,기기문제 절대아니구요 인터넷 공유기도 기가 와이파이 쓰고 기기는 거의 새제품인데도 이럽니다 넷플릭스 이용할땐 이런적없었는데 솔직히 너무 실망스럽네요 제가 왠만해서는 리뷰안남기는데 적당히하셔야죠 이건뭐 6500원 날강도수준 다들 넷플릭스  씁시다 ㅎㅎ",False,2019-01-24 13:58:35,최악,별녛각송,
53,1,"오랜시간 왓챠 써왔는데 왓챠 안보게 된게 로딩이 너무 심해요
구라 안치고 작품 하나 볼때 5초~10초마다 한번씩 로딩 걸리는데 
처음엔 우리집 와이파이 문제인가 전자기기설정인가 이것저것 다 해보고 다른 스트리밍 서비스 넷플 웨이브 등 다 써봤는데 결론은 왓챠가 너무 로딩이 심한거더라구요 
왜 그럴까요 .. 로딩 때문에 결국 다른거로 갈아 탑니다",False,2020-10-31 14:44:04,로딩 너무 심함,eeeee22222,
54,5,영화 보고싶어서 다운로드 했는데 끊김도 없고 너무 좋은거 같아요!!! 베리베리굿^^,False,2020-05-20 03:54:14,완전 좋네요,하정우사랑해❤️,
55,1,너무 불편해서 못쓰겠어요 진짜ㅠ 디자인도 구리고 제일 먼저 피드에 떴던 친구들이 평가한 작품들도 안떠서 찾아야하고 영화 딱 검색해서 들어가면 쭉 뜨던 다른사람들 평도 안뜨고 자동으로 좋아요 순으로 정렬되던것도 바뀌고 왜이래여 왓챠 누구한테 파신건가여..? 디자인 마케팅 팀 전원 물갈이됐나여? 사장님 누구한테 넘긴건지 팀을 갈아엎은건지 자세히는 모르지만 이건 좀 아닌듯. 왓챠 도서란 생기면서 엄청 좋아져서 잘 쓰고 있었는데 이번 업데이트는 그냥 다운그레이드인듯요ㅠㅠ 제발 편하게 이전으로 다시 돌아와요ㅠㅠ,False,2018-08-15 07:23:38,이전으로 돌아와요 제발 ㅠㅠ,별명이 같은걸 쓰는중이라고 열심히 쓴 글 지워짐,
56,3,여러명이서 동시결제 그거 생기고나서 난 뭐 신청하지도 않았는데 들어갈 때마다 프로필 고르라는 것도 귀찮고 그 이후로 마이페이지 들어갈 때마다 아예 그냥 어플꺼짐 마이페이지를 들어갈 수가 없음 왓챠 잘쓰다가 요새 그냥 탈퇴하고싶어요 스트레스,False,2019-12-23 07:32:09,업데이트하고 이상함,배달의민머리,
57,1,공짜도아니고 돈내고 결제해가며 보는데 도대체 버퍼링에 앞뒤 재생구간 옮길때마다 소리도 안따라오고 어플저절로 튕기면서 꺼지고ㅡㅡ 보던영화 끝부분 못본거 있어서 다시재생하려했는데 그 10분 보려고 30분 씨름하다 열받아서 글남겨요 돈받고 운영하는거 제대로좀 하세요 와이파이풀로 되는곳에서도 마찬가지에요 정말 성질나네요,False,2019-11-23 00:03:41,아진짜,ㅁㅁㅇㅇㅎㄲㅎㄱㄷㅈ,
58,1,꼭 보고싶은 콘텐츠가 왓챠에 있는 것 아니면 차라리 넷플릭스를 결제합시다... 컴퓨터든 어플이든 화질 때문에 짜증나 죽겠네요. 공공 와이파이도 아니고 공유기 코앞에서 영상 재생해도 화질 구립니다. PC는 저화질 고화질 딱 두 개밖에 없어요. 둘 중에 하날 선택할 수 있는 것도 아니고 지 혼자 맘대로 왔다갔다 거리는데 보고 있으면 짜증나 죽겠어요. 몇달동안 왓챠 이용했는데 개선되는 점은 하나도 없고 그대롭니다. 하다못해 유튜브나 다른 스트리밍 사이트에서 1080p 전체화면으로 재생해도 왓챠보다 버벅임 없을 것 같아요. 툭하면 버벅이고 화질 떨어지고... Q&A에도 질문 등록되어 있는 것 보면 왓챠에서도 문제점을 인지하고 있는 것 같은데 제발 어떻게 좀 하세요.,False,2019-01-25 20:40:51,화질,띠뿌띠뿌씰,
59,1,근1년 넷플릭스로만보다가 이용권 구독 해지하고 왓챠를깔았습니다 처음에 무료이용으로 보다가 맘에들면 이용권 결제 하려했습니다 애니부터 영화 드라마 종류가 엄청많아서 이용권 사려고 맘먹고 영상재생 눌러보니깐 열에 하나만 재생이 되더라구요. 그래도 아쉬운맘에 네이버랑 고객센터에 찾아보니깐 해결책은커녕 sdk오류에 관한건 아무것도 찾아볼수없었습니다  리뷰 훑어 보니깐 오래전부터있던 고질적인문제인거같은데 저번주 금요일부터 ios기기는 재생이 안된다는 리뷰가 여러개달려있고 고객센터 문의도 엄청들어갔을건데 아직도 오류 해결이 안된거보면 이어플 관리안하시나요? 고객을 호구로보시는지 ㅋㅋ 저야 물론 다행이 바로 이용권 결제를 안해서 다행이지만   만약 결제했더라면 쌍욕 나왔을거같네요. 종류 없더라도 그냥 넷플릭스 볼랍니다.,False,2020-03-23 01:30:07,sdk오류,여성범,
60,5,바뀐거 보고 너무 놀랬어요 너무 구려서 .. 어플은 좋아요 잘쓰고있습니다 근데 바뀐 로고 진짜 별로에요 ..,False,2020-07-09 09:59:37,로고가 왜이러는 거에요? ..,시부럴개부렁,
61,1,"아니 넷플 불편해서 왓챠 정착하게됐는데
몇년동안 완전 만족하면서 쓰고있었는데... 왜 굳이 넷플처럼 바꾼건가요? 왜 충분히 좋은 ui 굳이 구리게 만드나요 ㅠ  그전 ui 가 훨씬 보기 편하고 특색있고 좋아요 제발 좀 원래대로 돌아가면 안되나요",False,2022-02-06 17:23:33,넷플처럼 바뀐 ui 원래대로 돌려주세요.....,ㄷㄹㄷㅇㄹㄷ,
