,userName,content,score,at
10,별하,"이번 업데이트 완전 최악이네요. 별 하나도 주기싫을 정도!! 마이페이지에 다 본 작품, 이어보기, 삭제하기 기능들 다 없어지고 달랑 보관함, 다운로드;; 어플 써보기는 하고 업뎃하신건지? 너무 불편해요!!!!!!! 왓챠만의 장점이었던 것들을 죄다 없애고 가독성도 구려졌고 OTT 중에 제일 별로가 되 버렸네요. 다시 전으로 돌려주세요ㅡㅡ",1,2022-07-11 08:16:18
11,HAZE하제,마이페이지에서 다본작품이나 볼 작품을 나눠서 관리할 수 있는 것이 왓챠의 특장점이었는데 업데이트 이후 보관함 하나로 퉁쳐버리니 몹시 불편하고 아쉽습니다. 새로 추가된 발견 탭은 홈화면과 비교해서 그다지 특별해보이지도 않습니다. 제발 다음 업데이트 때는 이전의 마이페이지를 돌려주세요.,1,2022-07-05 21:17:11
12,Gihyun Kim,"아니 대체 왜 업데이트를…? 어플 안 써보고 개발하세요? 기존 시스템을 유지하면서 편리성을 추구하는 것도 아니고 냅다 갈아엎어버리니 당혹스러워요. 왓챠의 장점은 다양한 영화 작품 뿐만 아니라 보관함의 기능도 컸어요. 보고 싶은 작품, 다 본 작품들을 한 눈에 확인하기 쉽고 보던 작품도 기록에서 삭제할 수 있는 시스템의 편리성이 독자적이었는데 이제와서 넷플릭스 따라한답시고 기존 장점 다 말아 먹네요. 차라리 작품을 더 들여오시지… 차라리 업데이트 취소해주세요. 제발요.",1,2022-07-08 05:43:44
13,원지혜,"왓챠를 2016년 왓챠플레이 때부터 사용해온 유저입니다. 업데이트 하면 할수록 더 불편해지는 어플이 왓챠가 될 줄은 몰랐어요. 요즘 ui를 보면 넷플릭스를 많이 따라하려는 경향이 보이는데, 솔직히 말하면 정말 불편하고 최악의 ui입니다. 저는 왓챠만의 스타일이 좋았어요. 지금처럼 세로형 포스터가 아니라 가로형 썸네일로 영화 목록을 구성했던 것이나, 보관함이 아니라 '마이 페이지' 같이 나만의 페이지가 있어서 이어볼 작품, 다 본 작품, 찜한 작품 등을 편하게 볼 수 있었던 것이요. 예전의 다양했던 '특징' 카테고리는 온데간데 없어지고 '추천 태그'라는 단촐한 카테고리도 왓챠의 개성을 완전히 없애버린 업데이트 중 하나에요. 넷플릭스와는 다른 왓챠만의 매력을 모조리 없앤 지금 왓챠의 장점이 뭐가 있는지 솔직히 고민되는 시점입니다.",1,2022-07-14 04:10:45
14,최정연,"1. 일시정지 같은거 누를 때 나오는 화면 나올때 너무 어두워져서 불편해요 잘못누를때가 더 많은데 밝기가 낮으면 화면이 안보여요 2. 영상 저장하고 하루에 한번 연장해야 하는게 불편해요 3. 자막이 어색한 것들이 조금 있는것 같아요 이것들 빼면 볼거리도 많고(한국 드라마, 영화가 많고 명작도 꽤 되는것 같아요 애니메이션도 많은것 같아요) 그동안 본 영화 확인할수있는거랑 별점 매기는거 핸드폰에서 작은화면으로 볼수있는거 등 편하고 좋아요 ++업데이트 하고 왜 더 불편하게 바꼈나요?? 특히 왓챠는 시청기록 확인이 진짜 좋았는데 그것도 없어지고 예전이 더 좋았네요...",5,2022-07-09 00:50:39
15,안지원,다 본 작품 목록 돌려주세요. 앱 한 번도 안 써본 사람이 디자인했나요?투데이 탭은 왜 만든 거고 이어보기 삭제 기능은 왜 없앤 건가요. UI 디자이너면 사용자 편의에 맞춰서 구성해야 하는 거 아닌가요. 왜 그걸 고려 안 하고 중구난방으로 디자인해서 오히려 더 불편하게 만드나요. 기존에서 이어보기 목록만 상위권에 위치시켜주고 프로필 잠금 기능만 만들어주셨으면 딱 완벽했을 것 같은데 이번 업데이트는 정말 이해가 안 되네요.,2,2022-07-03 03:23:13
16,푸울,드라마보다 영화를 좋아하는 입장으로서 여러 단편영화 오래된 영화 구하기어려운 영화 기타등등 다 있는 왓챠가 너무너무 좋음 개인적으로 쓰고있는 ott중 탑이라 생각함. 그러나 최근 한 UI 업데이트는 정말 최악임ㅠ 왓챠의 장점이 깔끔하게 구분해놓는거였는데 그게 사라져서 앱을 쓰기 싫을정도임 업데이트 제발 롤백해주시요ㅠ,1,2022-07-03 17:07:45
17,지원,"이번 업데이트 너무 별로에요...콘텐츠가 다양하고 취향이 잘 맞아서 왓챠만 쓰고있는데...다 본 작품, 이어보기, 보고싶어요 목록을 한 번에 볼 수 있었던 업데이트 전이 훨씬 편하고 좋았어요 그게 다른 OTT와 비교되는 왓챠의 장점이라고 생각하구요 계속 결제는 하겠지만...ui가 너무 불편해서 잘 손이 안가네요 개선이 필요해보입니다",3,2022-07-06 21:01:30
18,재투,왓챠를 사용한지 얼마 되지 않은 사용자입니다 최근들어 친구들과계정을 공유해서 사용하고 있는데 한가지 너무너무 불편한 점이 있더라구요.. 바로 프로필 잠금 기능입니다 계정을 공유해서 사용하는 입장에서 프로필 장금이 안되니 많이 불편하네요..다음 업데이트에는 꼭 프로필 잠금 기능을 넣어주셨으면 훨씬더 좋을거 같아요!,4,2022-07-13 18:02:37
19,김인용,별 다섯개에서 하나로 변경. 모바일에서 너무 끊김. 검은화면에서 안 움직이거나 소리만 나옴. 티빙은 안 이럼. 그리고 pc에서도 작품 개봉연도 표시됐으면 좋겠음. 일일이 네이버 검색해보기 겁나 귀찮. 리뷰도 최신순 아니라 추천 많은 순으로 바꼈으면. 하여간 pc 웹은 이상하게 바꼈음. 불편하고 휑함. 이전 버전이 더 나은 듯.,1,2022-06-17 00:23:09
20,최정현,마이페이지 왜 없앴나요? 이것저것 한번씩 눌러보고 잠깐씩 본거부터 보다가 중간에 재미없어서 중단한것까지 이어보기 리스트가 줄줄인데 편집하거나 삭제할수 있는 기능이 있어야죠 신작 올라오거나 보고싶던것들 이것저것 일단 눌러보고 하지 않나요? 한번 시작하면 끝까지 봐야 이어보기 리스트에서 없어지다니 예전처럼 편집할수 있게 해주세요 지난주까진 됐는데 업데이트가 이 모양이라니... 개선되지 않음 해지합니다 넘 불편해요,1,2022-07-07 18:57:04
21,박세용,"이번 UI업데이트는 정말 최악이라 할 수 있겠네요. 작품들을 다 보고 ""다 본 작품""에다가 차곡차곡 쌓아서 다 본 작품들 나열해놓고 보는게 소소한 행복이었는데 없어져서 좋지 않네요. 그리고 애니메이션 같은 걸 볼때 도중에 하차하고 싶을 때 이어보기를 삭제합니다. 그런데 이어보기 삭제 기능이 없어졌더군요. 이번 UI 업데이트 이전의 왓챠가 작품들을 보기에 훨씬 좋았었습니다. 다시 UI업데이트전으로 롤백되기를 기원하겠습니다.",1,2022-07-12 00:49:51
22,Dohyoung Kim,인스타그램 공유하기를 했을때 예전처럼 포스터가 나오게끔 복구해주시면 좋겠습니다. 무슨 작품을 공유하는건지 도무지 알 수가 없습니다. 또한 이어보기 삭제 기능 롤백과 함께 최대한 이전 UI를 유지하면서 업데이트를 해주시면 좋겠습니다. 지금은 너무 불편하고 비직관적입니다. 인타페이스가 얼마나 세련되었는지가 아닌 얼마나 사용자에게 맞는 영화를 보여줄 수 있을지를 고민해 주세요.,1,2022-07-12 17:31:01
23,김유림,"정밀 잘보고있었는데 마이페이지에서 4가지 (보는 중, 다본 작품, 보관함 등) 아예 없어지고 보관함으로 나오니끼 정말 불편합니다. 심지어 보고싶은 작품 볼때도 불편하고, 보고있는 작품은 어디있지 하며 찾다가 그냥 왓고리즘 그 쪽에 있고. 불편했습니다. 그리고 다본 작품을 볼 수 있어서 좋았는데 그건 대체 어디있나요? 마이페이지 부분을 예전으로 바꿔주시면 좋을 거 같습니다.",2,2022-07-02 12:37:05
24,Ingrid Lee,컨텐츠도 다양하고 훌루 드라마들도 꾸준하게 들어오는 왓챠 좋아해서 5점은 주는데 업데이트 진짜 별로에요!!!! 다른 오티티 앱들 보다 훨씬 불편해졌어요. 마이페이지가 왓챠의 장점인데 이걸 이렇게 허무하게 없애는게 어이가 없어요. 보관함도 가독성 떨어지고 왜 업데이트 한건지 이해가 안가네요. 기존에 있던 좋은 기능들을 살리지 않고 불필요한 기능만 늘어난 업데이트입니다. 업데이트 이후 쏟아지는 혹평들 보면 이용자들의 불편을 아실텐데 빠른 시일내에 해결됐으면 좋겠습니다. 제일 좋아하던 오티티인데 실망스럽네요...,5,2022-07-11 04:57:35
25,오선아,"후기 안 달려고 했는데, 점점 앱 사용하는게 불편해요. 업데이트 후 작품에 따른 카테고리가 달라진 점이 앱을 사용할 때마다 불편했지만, 또 다른 업데이트로 마이페이지가 사라진거 보고 너무 답답해서 견디기 힘들어요. 이어보기는 보다가 마음에 안들면 삭제해서 리스트 정리할 수 도 없고, 마이페이지가 없으니까 내가 전에 왓챠에서 봤던 작품들을 찾기가 너무 힘들어요. 나중에 또 볼 수도 있는데 말이요. 제가 작품 제목 하나하나 기억하고 있어야 하나요? 전에는 마이페이지에서 다본 작품 리스트를 보고 뿌듯해하며 다시 정주행하거나 주변에 추천해 주기도 했는데 그러기가 너무 힘들어요. 업데이트 왜 해야돼는 건지 모르겠고 업데이트 전으로 되돌려주세요 제발.",1,2022-07-10 03:44:34
26,구구,업데이트 괜히 했습니다. 시청 중이던 목록과 보고싶어요 눌러놨던 컨텐츠들을 따로 볼 수 없어진 게 가장 불편하네요. 왓고리즘으로 추천 뜨는 것만으로도 충분했는데 투데이 탭은 왜 만든건가요? 사용자가 어플의 어떤 부분을 선호하고 비선호하는지 그 어떠한 조사도 이루어지지 않았던 걸까요? 여기에 리뷰 남긴다고 해서 개선될 것 같다는 생각은 하지도 않으니 알아서 다운그레이드하는 방법을 검색해보든 다른 서비스로 갈아타든 해야 할 것 같습니다.,1,2022-07-08 01:30:59
27,안성준,"SPro2 빔 프로젝트로 왓챠 시청중인데, 이번 업데이트로 이 빔 프로젝트 버전에 앱이 지원이 안되는듯하네요. 빔 프로젝트 초기화해서 다시 설치하려고 구글플레이스토어 검색했는데.. 왓챠앱이 뜨질 않아서 혹시나했는데... 지원하지 않는 버전이라고 나옵니다. 결국 이렇게 다시 넷플릭스로 갈아타게 되네요. 빔 프로젝트에 지원이 될게 된다면 그때 다시 시청하도록 하겠습니다. (안드로이드 4.4.4)",1,2022-07-05 14:17:12
28,이녲,업데이트 되고 이상해졌어요;;가독성도 너무 구리고 전에는 깔끔하게 딱 보기 좋았는데 이어보기 항목 삭제도 사라지고 회차별로 뜨던것도 사라지고 다본 작품도 사라지고 그냥 업뎃전으로 다시 되돌려야 편하게 쓸 것 같네요...계속 이러면 그냥 결제취소할 것 같아요,1,2022-07-05 08:05:33
29,두더지,대체 누가 앱을 이렇게 업데이트할 계획을 했는지.. 다 본 작품 없어진건 그렇다치고 대체 왜 이어보기 삭제하는게 없어졌나요??? 첫 화보고 마음에 안들어서 걍 안보려는 작품인데 굳이 마지막화를 틀어서 다 본것처럼 귀찮게 해야하나요?? 진심 편의성이란 편의성은 전부 없애버린 업데이트.. 마이페이지 기능들이 돌아오지 않는다면 굳이 계속 왓챠를 이용할 이유는 없을 것 같아요...,1,2022-07-05 23:04:35
30,이봄,업데이트 후 진짜 불편해 졌어요... 넷플릭스에 비해 직관적이고 세부적인 디자인이 마음에 들었던 건데 이래서야 넷플이 더 낫네요; 아 그리고 업뎃 이후로 갤탭에서 사용할 때 화면이 깜빡거려요... 업그레이드가 아니라 다운그레이드군요,1,2022-07-07 11:22:19
31,황혜정,업데이트 후 사용이 불편해짐... 마이페이지에서 보관한 컨텐츠나 보던거릉 리스트로 한번에 볼 수 있어서 직관적이었는데 이제 막 헤매야함 게다가 컨텐츠 들어가면 평가부터 와르르 뜨는거 이해 안감. 평가 안 보고 싶음. 컨텐츠를 보려면 클릭후 이동을 해야해서 귀찮음. 업데이트 왜 한건지 묻고싶음.,1,2022-07-07 14:34:12
32,이강욱,업데이트 너무 불편합니다... 마이페이지가 사라진게 너무 불편하네요 이전이 훨씬 낫습니다 빨리 개선해주세요. 사용이 전혀 직관적이지가 않아요.. 예전 버전에서 불편함 하나없이 만족하며 쓰고있었는데 업데이트하고나니 쓰고싶은 마음이 사라지네요.. 업데이트 취지를 모르겠습니다,1,2022-07-07 23:00:07
33,냥냥,왓챠 런칭때부터 계속 사용하고 있고 많은 OTT들이 나와도 왓챠만한 게 없어서 이 어플만 꾸준히 사용하고 있습니다 그런데 이번 업데이트는 정말 아닌 것 같아요 작품을 다 보면 자동으로 보고 싶어요에서 다 본 작품으로 넘어가는 것과 평가하기로 넘어가는 것이 정말 좋았는데 지금은 그런 것들은 커녕 보고 싶어서 찜해둔 작품들 보기도 불편하네요 그리고 굳이 최신순으로 보는 기능을 갑작스레 왜 만드신 건지 모르겠네요 평소처럼 당연히 1화가 제일 위에 있는 줄 알고 봤다가 스포 당한 게 한둘이 아닙니다 주변 지인들한테도 항상 왓챠가 최고라고 이야기 했었는데 정말 실망스러워요... 들어와 있는 작품들이 좋아서 당장 구취하지는 않을 것 같지만 계속 이런 상태라면 그 날도 멀지 않은 것 같네요 OTT 어플들 중에 가장 유명한 N사가 개인적으로 불호인 이유는 어플 사용이 불편하다는 것이었는데 그것보다 더 불편해졌으니 애정이 떨어지네요 더 좋아지는 것은 바라지 않으니 전으로 되돌려 주시길 희망합니다,1,2022-07-06 20:43:06
34,박정연,"이전처럼 ui 디자인을 바꿔주셨으면 합니다. 2년 전만 하더라도 카테고리는 물론 이어보기, 다 본 작품 전부 쉽게 찾을 수 있었는데.. . 시대를 역행하는 것인지요. 굳이 보관함이라는 직관적이지도 않은 이름을 붙여가며 앱을 불편하게 만든 이유가 무엇인지 궁금합니다. 깔끔하다면 깔끔하겠지만 화장실에 변기를 없애 깔끔함을 얻는다면 무슨 소용이 있나요? 사용시 만족도가 컸던 앱이라 더욱 아쉬움이 큽니다. 꼭 개선 부탁드립니다. +) 콘텐츠는 정말 최고입니다. 새로 유입되는 것마다 주옥같습니다. 마음 같아서는 담당자분 테이블 위에 서서 박수갈채를 보내드리고 싶습니다.",1,2022-07-10 22:56:56
35,조현후,업데이트 후에 너무 불편해졌습니다. 익숙하지 않아서 불편한 것도 있지만 기존에 쉽게 설정 가능했던 부분은 복잡해지고 가독성은 떨어지고 앱이 부드럽게 움직이지 않고 끊기는 현상까지 발생합니다.,1,2022-07-11 05:52:08
36,엉바,잘 쓰고 있었는데 이번 업데이트가 너무 불편해서 이렇게 리뷰 남깁니다ㅠ 대체 다 본 작품 목록은 어디로 갔나요? 다른 ott에는 없는 가장 마음에 들던 기능이었는데 사라져서 너무 불편하네요ㅠ 상세정보란 가독성이 훨씬 떨어지는 건 물론 별점평균 없어진 것도 불편하고 몇점을 줬는지 따로 클릭해서 확인해야 하고 한 눈에 들어오지도 않아요ㅠㅠ 국가는 물론 개봉연도도 어디로 갔나요? 이어보기도 홈에서 목록으로 확인해야하는 거 정말 불편해요. 예전처럼 마이페이지에 이어보기/보고싶어요/다본작품 한번에 몰아놓은 게 몇 배는 편했습니다 대체 왜 이런 식으로 업뎃이 된 건지 이해할 수 없네요 사용자들의 니즈를 전혀 파악하지 못한 것 같아요ㅠ 몇 달이 지나도 변화가 없으면 다른 서비스 찾아볼 생각도 하고 있어요.. 제발 업뎃이후 사용자들 반응 적극 반영하여 수정해주시면 감사하겠습니다ㅠ,1,2022-07-07 14:33:45
37,노빈,다 본 작품 목록 왜 없앤건가요? 넷플처럼 되고 싶은건가요?이럴거면 왓챠 안보고 넷플보죠ㅋㅋㅋㅋ 깔끔하게 볼 수 있는 ui가 왓챠 장점 중 하나라고 생각했는데 이러면 말이 달라지죠 디자인 팀에 스파이라도 있나요?ㅋㅋ; 쓸데없는 투데이 탭은 왜 만든거죠?키자마자 홈도 아니고 투데이 탭으로 켜지는거도 짜증나고요.투데이 탭 필요 없으니까 이어보기랑 다 본 작품이나 주세요,1,2022-07-07 15:03:25
38,R B,BBC 다큐와 드라마 많아서 구독하고 있습니다. 아쉬운 점은 구독자들의 성비 때문인지 BL 드라마가 순위권에 너무 자주 보인다는 점입니다. BL 정말 썸네일도 보기 싫습니다. 취향은 존중하고 싶지만 이 장르가 너무 잘 보이니 짜증이 날 정도입니다. 좀 더 넓은 구독자층 형성을 위해서라도 비선호 장르 숨기기 기능 추가 부탁드립니다.,4,2022-07-06 23:24:21
39,나루토마키,"1년째 잘 쓰고 있습니다. 근데 카테고리가 매우 불편합니다. 일반적인 어플의 카테고리 분류가 ex) 영화 > 해외 > 장르 > 상세분야 필터 라고 보면 왓챠는 그냥 장르,국가,특징으로 분리한다음 아이콘 서너개 띄운게 끝, 그냥 따로 찾아서 검색하는게 더 빠를정도입니다 그리고 왓챠 사용자 평은 대체 왜 있는지 의미를 모르겠네요. 사용자 평을 끌수도 없고; + 제일 심각한건 왓챠 플레이어로 5화정도 보다가 다시 플레이어 키면 1화;; 물론 이건 데스크탑에서는 상관없지만 모바일은 상당히 구림",4,2022-05-22 11:56:14
40,유하,겁나 끊김;;; 화면 없이 소리만 나오는 경우도 있고 화면 멈추고 소리만 나오기도함. 걍 소리만 들으라는거같음 재생돼도 10초 앞으로 뒤로 한 번 누르면 10분 넘게 로딩중임. 이럴거면 왜 해둔거임... 진짜 보는내내 답답해서;;; 와이파이 정상적이고 혹시나 해서 데이터켜서 해보는데도 재생안됨. 사용한지 1시간도 안 됐는데 진자 너모하네 이럴거면 그냥 타앱으로 보는게 나은듯...,1,2022-06-11 11:11:55
41,Suwon Ha,"크롬캐스트 연결 불량이 너무 심합니다. 연결 느린건 둘째치고 중간 버퍼링이 너무 심해서 4,5분에 한번씩 렉이 걸림. 넷플릭스 웨이브 다른 ott 앱에서는 전혀 없는 문제라서 결제한거 무지 후회하고 있음. 몇달전부터 리뷰에 지적되어 있는 사항이 아직까지 개선 안된거보면 희망 없어 보이네요",2,2022-05-20 05:07:53
42,차민솔,"너무너무 잘 보고 있습니다. 방학이나 연휴에 종종 이용권 끊어서 이용해요. 다만 조금 불편한 건 '다 본 작품'에 속한 드라마나 영화를 다시 보려고 하면 다 본 작품에서 자동으로 제외된다는 겁니다ㅠ 작품의 마지막 회차까지 시청한 후에는 보고싶어요도 취소되는데, 다 본 작품 메뉴에서까지 사라지니 꽤 불편합니다ㅠㅠㅠ 이어보기를 뒤지거나 다시 검색해서 작품을 찾아야 해요. 하루 빨리 오류 수정 부탁드립니다ㅜ",4,2022-05-20 20:19:43
43,박동찬,개선할 점이 바로 보여서 댓글 답니다. 첫번째는 영어자막이 없다는 점입니다 (다수의 드라마). 두번째는 영화에 비해 시트콤 포함 드라마가 부족한 것 같습니다. 물론 한국 드라마는 많으나 옛날 드라마가 많은 것 같습니다. 세번째는 검색 및 에피 시작 전까지 시간이 좀 소요됩니다. 다만 시작만 되면 중단되는 현상이 보여지지는 않는 것 같습니다.,3,2022-06-13 00:12:16
44,유갱블리,"넷플보다가 넘어왔는데, 불편한게 한가지 있습니다. 애기를 키우고 있어서 주로 애가 잘때 보는데 음소거를 해서 보는 편입니다. 넷플릭스에서는 한국컨텐츠에도 한글자막 서비스가 지원이 되어서 음소거를 해도 자막이 있어서 무슨내용인지 알겠는데 왓챠에는 아직 없네요~ 우리나라 드라마나 영화볼때 배우의 발연기나 발음이 좋지 않아서 무슨말 하는건지 모르겠을때도 자막이 있으면 내용 이해하기도 쉽더라고요~ 왓챠에도 한국콘텐츠에 한글자막 서비스 지원되면 참 좋겠다라고 생각들어요",5,2022-04-29 23:21:18
45,안세은,왓챠에 들어가면 기기들이 검은 화면으로 깜빡여요! 기기가 문제가 있는 줄 알았는데 다른 기기(태블릿 외)에서도 깜빡거리더라고요. 상당히 불편합니다. 꽤 오래됐는데 개선되었으면 하는 바람입니다.,1,2022-06-20 11:24:59
46,BAK BAK,"다른 앱 사용할 때도 사람들이 하자 있다고 할 때 웬만해선 잘 쓰는 편인데, 이건 머 요번 업뎃 이후에 편의성이 겁내 구려졌고 작품들 둘러 보는 것도 오히려 업뎃 전이 더 좋다고 느낌 리뷰도 귀찮아서 안 쓰는데 이건 좀 맞아야 댐 그 전에 있던 마이페이지 목록관련 사항들 다시 만들어줬음 좋겠음 바꿀 생각 없으면 볼 장 다 보고 빨리 런 치는 게 답 ㅇㅇ",1,2022-07-06 05:35:40
47,김은아,왓챠에 최고의 장점은 작품도 아니고 UI라고 생각했었는데 혹시 산업스파이가 왓챠에 잠입해서 다 바꾼건가요 진짜 믿을수없을정도로 별로고 해지하고 싶은 맘이 너무듭니다 세상에 어떻게 이렇게 별로로 업데이트를 할 수 있는지 의심스럽습니다 디자이너 파업했나요? 다들 불편해하는데 진짜 회원수 반토막나기전에 빨리 돌려주세요,1,2022-07-08 21:52:20
48,Rei1vy,넷플에서 왓챠로 넘어간 유저로써 넷플 못지않은 영상들을 지원해주시니 너무 잘 이용하고 있습니다 :)) 다만 조금 아쉬운건 넷플처럼 많은 시리즈가 존재하지 않은 부분입니다 ㅜㅜ 드라마나 영화부분에서 출시/완작이 된 것들이 많은데 왓챠에서는 아직 볼 수없는 것들이 많아서 아쉽습니다. 좀 더 많은 영상물이 추가됐으면 좋겠네요!,5,2022-01-22 20:32:40
49,유진,"좋긴 좋은데 검색기능이 매우 많이 불편해요.. 분명 배우 이름만 적어도 나온다면서 제가 좋아하는 배우로 검색을 했는데 안 나오고 드라마 이름을 찾아서 검색해야 나오는 경우도 있구요,, 지브리 <- 이런식으로 검색하면 비슷한 제목만 추천하게 만들어논 시스템이 이상하기도 하고 매우 쓰기 불편합니다.. 타 앱 가격이 매우 향상되어 이 앱으로 사용하고 있는데 저렴하고 볼거리도 매우매우 많아서 만족스럽긴 하지만 이런 세세한 부분들이 엄청나게 불편합니다 .. 또 모바일로 사용했을때 왼쪽엔 화면밝기 조절 오른쪽엔 소리 조절 이걸 화면 한번 터치해서 조절해야하는 것도 매우매우 불편해요 그냥 오른쪽 부분을 터치해서 스크롤하면 자동으로 화면밝기 인식해서 조절되는 시스템이었으면 좋겠어요 .. 아 그리고 오프닝 자동 건너뛰기는 왓챠 건너오면서 처음 써보는데 이런게 있는 줄도 몰랐고 개편해요 ㅋㅋㅋㅋ 편한 부분은 이렇게나 편하지만 불편한 부분들은 또 엄청나게 불편하니 이도저도 아닌 느낌..",3,2022-02-03 22:02:05
50,May,안녕하세요 핸드폰 용량이 부족해서 외장메모리 추가해서 쓰는데 왓챠플레이도 외장메모리에 저장할수있는 기능좀 추가해주세요. 넷플릭스는되는데 ㅠ.ㅠ 왓챠는 저장하려면 내부저장소로만 저장돼서 불편합니다. 넷플도 스포티파이도 외부저장소로 선택하는 옵션이있어요 왓챠도 개선해주시면 감사합니다 1년전부터 기다렸는데 아직도 그런기능이 아무리찾아봐도없어서...설마 제가 못찾는걸까요 앱개선부탁드려요,2,2022-03-16 01:27:04
