,review,title,isEdited,developerResponse,date,rating,userName
10,넷플에 없어서 못보던 예능이나 드라마가 있어서 좋습니다. 특히 무한도전.. !! 들어온 거 보고 놀랐었는데 회차도 계속 업데이트 되니까 너무 좋네요 ㅠㅠ,넷플보다 더 자주 봅니다,False,"{'id': 26261714, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다. 쿠팡플레이 이용과 따뜻한 리뷰 남겨주셔서 감사합니다.\xa0\n고객님께서 쿠팡플레이를 잘 이용해 주시고 계신 것 같아 굉장히 기쁩니다! 계속해서 더 큰 즐거움과 행복을 드릴 수 있도록 최선을 다하겠습니다. 앞으로도 많은 관심 부탁드립니다! \n감사합니다.', 'modified': '2021-11-15T02:00:26Z'}",2021-11-13 03:38:49,5,임곰1
11,와우 회원 거의 2년째인데 이런 혜택까지ㅠㅠ처음 사용해보는데 들어가보니 타 플랫폼과 다른 콘텐츠들이 많이 입성돼있어서 다양성 측면에서 너무 좋아요 저는 이미 다른 OTT 플랫폼을 사용하고 있는데 차별화되는 콘텐츠들이 꽤 있다고 느꼈습니다 특히 해리포터나 지상파 드라마 같은…와우 회원이라 추가적인 비용없이 사용할 수 있어 좋습니다,SNL보고 달려왔어요,False,"{'id': 25515660, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다.\xa0\n쿠팡플레이 이용과 따뜻한 리뷰 남겨주셔서 감사합니다. 고객님께서 쿠팡플레이를 잘 이용해 주시고 계신 것 같아 굉장히 기쁩니다! 계속해서 더 큰 즐거움과 행복을 드릴 수 있도록 최선을 다하겠습니다. 앞으로도 많은 관심 부탁드립니다! \n감사합니다.', 'modified': '2021-10-06T01:47:59Z'}",2021-10-01 14:04:44,5,카카오바이크는 혁명입니다...♥️
12,"컨텐츠가 많이서 너무 잘 사용하고 있습니다~ 넷플처럼 좋아하는것, 혹은 아이들에게 보여주고싶은것을 찜 해놓고 찜목록만 볼수 있으면 좋겠습니다!",찜목록이 있으면 좋겠어요,False,"{'id': 30594229, 'body': '안녕하세요 다비다33 고객님, 쿠팡플레이입니다. 쿠팡플레이를 사랑해주시고 소중한 의견 남겨주셔서 감사합니다. 요청 주신 찜목록 재생에 대한 의견을 추후 서비스 개선에 참고할 수 있도록 노력하겠습니다. 더욱 자세한 의견 또는 추가적인 피드백은 쿠팡플레이 앱 내 [프로필] > [의견 보내기]를 통해 더욱 빠르게 남겨주실 수 있는 점 참고 부탁드립니다. 쿠팡플레이는 고객님의 피드백에 항상 귀 기울이고 있으니 지속적인 관심 부탁드립니다 :) 감사합니다.', 'modified': '2022-06-28T07:11:06Z'}",2022-06-24 03:55:05,5,다비다33
13,안나 웨00 넷000 티0 어디에더 없어서 찾았는데 여깄을줄이야..감사합니다 그냥 고마워요 잘볼게요.. 업뎃 하라해서 하는중인데 빨리 해주세요ㅜ,안나가 여깄을줄이야,False,,2022-07-01 05:53:59,5,쏘소하기
14,쿠팡플레이가 제작하는 드라마 기대하게 만드네요!!! 안나 정말 너무 재밌어요. 투자 제작지원 잘 한 것 같아요. 안나가 두번째 쿠팡플레이 작품이라고 하던데 쿠플이 계속 산으로 안가는 작품만 투자한다면 좋은 플랫폼이 될 것 같습니다 :) 다른 플랫폼 오리지널 제작 드라마 보면 불호작품이 많고 생각보다 완성도가 안높아서 별로였는데 쿠플 안나는 영상미 연출 뭐하나 빠지는게 없어서 좋았어요 좋은 작품 많이 만들어주시고 외국작품도 독점 많이 했으면 좋겠어요!,안나 너무 궁금해서 쿠플 처음 구독해보는데,False,"{'id': 30634832, 'body': ""안녕하세요 회화짱 고객님, 쿠팡플레이입니다 :) 쿠팡플레이 시리즈 '안나'를 사랑해주시고 따뜻한 관심 남겨주셔서 큰 힘이 되었습니다 💙 고객님께 만족스러운 콘텐츠를 제공드린 것 같아 굉장히 기쁩니다! 남겨주신 소중한 의견에 감사드리며 앞으로도 더욱 다채로운 볼거리를 위해 열심히 달리겠습니다. 쿠팡플레이 앱 [공개 예정] 탭에서 공개 예정작들을 확인해 주시고, 트위터와 인스타그램에서 @Coupangplay 를 팔로우하시거나 쿠팡플레이 앱에서 제공하는 알림 설정에 동의하시면 새로운 콘텐츠를 가장 빠르게 확인해 보실 수 있습니다. 쿠팡플레이에 원하는 콘텐츠 혹은 서비스 개선 의견이 있으시다면 [프로필] - [의견 보내기]에 남겨주세요! 감사합니다."", 'modified': '2022-06-30T06:33:15Z'}",2022-06-28 07:52:11,5,회화짱
15,"아직 컨텐츠가 적은건 추후 계속 늘어날걸 기대하겠습니다.
그리고 아이패드버전도 추가해주시면 좋을것 같아요!",와우 회원으로서 너무 좋은 앱이 나왔네요,False,"{'id': 20414657, 'body': '안녕하세요. 고객님.\r\n쿠팡플레이에 대한 소중한 의견 감사합니다.\r\n\r\n고객님께 더 다양하고 재밌는 콘텐츠를 제공하기 위해 계속해서 준비 중입니다.\n문의주신 디바이스도 추후 업데이트 예정에 있습니다.\n앞으로도 더 편하고 즐거운 서비스 제공드리도록 노력하겠습니다.\n\n감사합니다.', 'modified': '2021-01-15T02:16:28Z'}",2021-01-11 12:05:49,5,YSooo.
16,"솔직히 컨텐츠는 적고 최신 컨텐츠는 아니긴 하지만 그래도 와우회원으로 이것 까지 이용할 수 있다는 점이 넘 좋아용
항상느끼지만 쿠팡 넘 혜자,,다 퍼줘,,
한가지 바람이 있다면,,놀면 뭐하니 추가해주세요 ㅎㅎㅎ하하",쿠팡 넘 혜자!,False,"{'id': 22978497, 'body': '소중한 의견 감사합니다. 고객님께서 쿠팡플레이를 잘 이용해 주시고 계신 것 같아 굉장히 기쁩니다! 요청주신 프로그램은 물론 보다 다양한 콘텐츠를 제공드리기 위해 계속해서 준비 중에 있으니 많이 기대해 주세요! 앞으로도 많은 이용과 관심 부탁드립니다.\n감사합니다.', 'modified': '2021-05-24T13:34:10Z'}",2021-05-16 13:38:38,5,지민정국이
17,"요즘에 볼게 없어는데 여기에는 드라마랑 영화 같은것도 많고 너무 좋아요>< 그리고 공짜라서 더 좋네욤
>< 제발 돈으로 바귀면 너무 슬플것 같아요 그니까 하지 마라 주세요 제발 ㅠㅠ",너무 좋아요,False,"{'id': 26796688, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다. 쿠팡플레이 이용과 따뜻한 리뷰 남겨주셔서 감사합니다. 고객님께서 쿠팡플레이를 잘 이용해 주시고 계신 것 같아 굉장히 기쁩니다! 계속해서 더 큰 즐거움과 행복을 드릴 수 있도록 최선을 다하겠습니다. 앞으로도 많은 관심 부탁드립니다! \n감사합니다.', 'modified': '2021-12-13T09:18:11Z'}",2021-12-10 03:34:45,5,🍙 삼각김밥
18,"끌어당겨서 영상 길이? 조정할 때 미리보기 화면 있었음 좋겠고요!
SNL은 코너별로 인덱스 있었음 좋겠어요ㅜㅜㅜ 항상 감사합니다",쿠팡플레이 다 좋은데 이 기능!!..,False,"{'id': 27295109, 'body': '안녕하세요 고객님, \n쿠팡플레이입니다. \n\n쿠팡플레이에 관심을 갖고 이용해주셔서 감사합니다. \n보내주신 소중한 의견은 담당부서에 전달하였고 보다 편안한 서비스를 제공해 드릴 수 있도록 노력하겠습니다.', 'modified': '2022-01-07T08:57:45Z'}",2021-12-28 08:55:24,5,구굿노트
19,군대에서 여과활동 하면서 보내기 좋습니다. 다만 영화나 드라마가 더 다양하면 좋을것 같고 아직 초기버전이라 그런지 버벅거리는 것이 있습니다. 최적화가 이루어져서 좋은 스트리밍 서비스로 발전했으면 좋겠습니다.,아주 좋습니다.,False,"{'id': 20566139, 'body': '안녕하세요. 고객님.\r\n쿠팡플레이에 대한 따듯한 관심 감사합니다.\r\n\n계속해서 더 편하고 즐거운 서비스 제공드릴 수 있도록 쿠팡플레이가 더욱 노력하겠습니다.\n\n감사합니다.', 'modified': '2021-01-22T02:47:38Z'}",2021-01-17 01:38:08,5,JSY's Apple
20,"배속하면 화면이랑 소리 싱크 점점 안맞음, 10초 전 후로 옮기는데 버벅거림, 알림창이나 설정창 갈 때 백그라운드재생이 잘 안되고 한 번씩 끊기는게 너무 거슬려요 ㅠ",싸고 진짜 좋은데 앱 품질?,False,"{'id': 27064972, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다.\xa0\n먼저, 이용에 불편을 드려 정말 죄송합니다. 번거로우시겠지만 [프로필]>[의견 남기기]를 통해 화면과 싱크가 맞지않는 해당 콘텐츠를 알려주시면 빠른 시일 내에 수정하겠습니다. 다만, 문의주신 사항은 반영되기까지 다소 시간이 소요될 수 있는 점 양해 부탁드립니다. 앞으로도 꾸준한 개선을 통해 오류를 방지하고 더 원활한 재생 환경을 제공해드릴 수 있도록 노력하겠습니다.\n감사합니다.', 'modified': '2021-12-27T06:07:54Z'}",2021-12-23 17:51:59,3,애애ㅐㅐㅐ오옹ㅇ
21,그냥 2900원에 와우 회원에 이런 서비스면 대만족입니다. 다만 다운로드 기능 좀 추가해주세요 안드로이드처럼 오프라인 지역에 출장을 가는데 비행기 안이나 배 탔을때 다운로드 기능이 있으면 완벽할 거 같아요,다운로드 가능하게 해 주세요,True,"{'id': 20413226, 'body': '안녕하세요. 고객님.\r\n쿠팡플레이에 대한 소중한 의견 감사합니다.\r\n\r\n문의주신 기능은 추후 업데이트 예정에 있습니다.\r\n더 편하고 즐거운 서비스 제공드리도록 노력하겠습니다.\r\n\n감사합니다.\n', 'modified': '2021-01-15T11:17:24Z'}",2021-01-15 11:17:23,5,순돌이3세
22,쿠팡플레이 너무 잘 이용하고 있습니다.. 혹시 플레이스테이션이나 다른 플랫폼들이나 나올 예정도 없으신가요? 플스있는데 티비로 보고싶어서ㅠㅠ,진짜 너무 좋습니다..,False,"{'id': 28053978, 'body': '안녕하세요 고객님, 쿠팡플레이입니다. 고객님의 소중한 의견은 내부에 전달했으며, 추가적으로 미러링은 크롬캐스트와 같은 미러링 기기를 통해 시청 가능합니다. 앞으로 더욱 편한 시청을 위해 노력하는 쿠팡플레이가 되겠습니다. 감사합니다!', 'modified': '2022-02-15T07:28:16Z'}",2022-02-13 04:08:13,5,백뚱씌
23,"넷플릭스 사용자로서, 초창기엔 컨텐츠가 없는거나 마찬가지고 이상한 중국 드라마만 잔뜩 있어서 너무 별로였는데 지금은 잘 보고 있습니다. 넥플릭스에 없는 거 여기 와서 검색하면 나오는 게 꽤 있으니까요. 덕택에 로켓와우는 끊기 힘들겠네요. 추천합니다.",별4->5점,False,"{'id': 27295086, 'body': '안녕하세요. 고객님. 쿠팡플레이 서비스를 이용해 주시고 따뜻한 관심 남겨 주셔서 감사합니다. 앞으로도 더 편리한 서비스와 다양한 콘텐츠를 제공드릴 수 있도록 더욱 노력하겠습니다.\n감사합니다.', 'modified': '2022-01-07T08:57:01Z'}",2021-12-28 10:30:26,5,꽁치는갸르릉
24,"어플 실행하고 바로 메뉴에 진입할수있게 설정에 로그인 옵션 만들어주시면 안될까요...?
키즈는 사용하지않고 매번 같은 사용자로 실행하는데 번거로운걸 하나라도 줄이는게 유저 친화적인 관점에서봐도 좋을거 같습니다",로그인할때,False,"{'id': 24924732, 'body': '안녕하세요, 쿠팡플레이 입니다. 소중한 의견 감사합니다.\xa0\n고객님의 편안한 시청 환경을 위해 어플 실행 시 바로 들어갈 수 있는 로그인 옵션 기능도 추후에는 제공 드릴 수 있도록 최선을 다하겠습니다. 앞으로도 더 편리하고 즐거운 서비스를 제공해 드리도록 최선을 다하겠습니다.\n감사합니다.', 'modified': '2021-09-06T04:38:54Z'}",2021-09-02 01:16:32,5,메유
25,"아직 다소 버벅임과 다운로딩 문제가 있지만 그래도 서비스가 너무 좋네요
다만 회원 확보해놓고 나중에 유료화 금액 대폭 올리는건 아닐지 걱정돼요. 초심대로 해주세요~~",와우회원에 플레이 무료라니 좋아요,False,"{'id': 22314649, 'body': '따뜻한 응원과 소중한 의견 감사합니다. 오류가 발생한 경우 앱 삭제 후 재설치, 사용하시는 모바일 기기 재부팅을 권장드리며 계속해서 오류가 반복되는 경우에는 쿠팡플레이 고객센터(1600-9800)으로 문의주시면 더 빠르게 확인드리겠습니다! 계속해서 즐거운 서비스응 제공해 드리기 위해 최선을 다하겠습니다.\r\n감사합니다.', 'modified': '2021-04-19T06:39:53Z'}",2021-04-14 12:30:04,5,우리들2
26,뭔가 하다가 쿠팡플레이 서비스까지 이용 가능하다니 완전 짱입니다 제가 보고 싶었던 드라마하고 애니까지 쿠팡 플레이에는 다 있네요 넷플에는 없어서 그냥 못보고 있었는데 ㅠㅠ 감사합니다 ㅠㅠㅠㅠㅠ윽 너무 행복해요❤️❤️🔴,2900에 쿠팡플레이까지 .... ㅠㅠ,False,"{'id': 25384260, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다. 쿠팡플레이 이용과 따뜻한 리뷰 남겨주셔서 감사합니다.\xa0\n고객님께서 쿠팡플레이를 잘 이용해 주시고 계신 것 같아 굉장히 기쁩니다! 계속해서 더 큰 즐거움과 행복을 드릴 수 있도록 최선을 다하겠습니다. 앞으로도 많은 관심 부탁드립니다! \n감사합니다.', 'modified': '2021-09-29T04:27:18Z'}",2021-09-27 12:41:05,5,장기의고수
27,"덕분에 보고싶었던 드라마 잘 보고 있어요~
펜트하우스2도 얼른 올라 왔으면 좋겠어요 !
꼭 업데이트 해주세요! :)",이제야 알다니 너무 좋아요!,False,"{'id': 23640988, 'body': '소중한 의견 감사합니다. 요청주신 콘텐츠도 추후에는 제공해 드릴 수 있도록 노력하겠습니다. 나아가 고객님을 위한 다양한 콘텐츠들이 매주 새롭게 업데이트 되고 있으니 많은 관심과 이용 부탁드립니다!\n감사합니다.', 'modified': '2021-06-29T00:32:13Z'}",2021-06-09 06:29:11,5,훈ㅋ녀
28,"쿠팡와우 회원인데 오늘 첨 사용
후기들 많이들 올라오던데 몇작품 보고 전
만족하고 있어요
시스템 보완하고 나면 완전 좋을듯 합니다",오늘 알았네요,False,"{'id': 26572908, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다.\xa0\n쿠팡플레이 서비스를 이용해 주시고 따뜻한 관심 남겨 주셔서 감사합니다. 앞으로도 더 편리한 서비스와 다양한 콘텐츠를 제공드릴 수 있도록 더욱 노력하겠습니다.\n감사합니다.', 'modified': '2021-12-01T05:31:13Z'}",2021-11-28 10:06:56,5,묭이는이뿌니
29,"그동안 배속, 로그인 풀림 때문에 업뎃만 기다리고 어플 이용 잘 안했는데 오늘 간만에 확인해보니 둘 다 개선되어있네요!! 최고야 ♥",지속적인 업데이트 칭찬해!!,True,"{'id': 23995531, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다. 먼저, 이용에 불편을 드려 정말 죄송합니다. 로그인 오류로 인해 고객님께서 불편함을 느끼셨을 것 같습니다. 현재 1차 오류 개선 진행했으며 로그인 서비스에 대한 전체적인 프로세스를 개선했습니다. 계속해서 오류가 반복되는 경우에는 쿠팡플레이 고객센터(1600-9800)으로 문의주시면 더 빠르게 확인드리겠습니다.\n감사합니다.', 'modified': '2021-10-25T03:01:36Z'}",2021-10-25 03:01:35,5,엔알
30,Nct 때문에 가입했다가 넷플에서 사라진 뱀파이어 다이어리를 보게 되다니요 ㅠㅠㅠ 진짜 시즌 다 있어서 너무 좋아요 !!! 이것만으로도 엄청난 가치가 있네요 👏👏👏,미쳤다 👏👏👏,False,"{'id': 25633371, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다.\xa0\n쿠팡플레이 이용과 따뜻한 리뷰 남겨주셔서 감사합니다. 고객님께서 쿠팡플레이를 잘 이용해 주시고 계신 것 같아 굉장히 기쁩니다! 계속해서 더 큰 즐거움과 행복을 드릴 수 있도록 최선을 다하겠습니다. 앞으로도 많은 관심 부탁드립니다! \r\n감사합니다.', 'modified': '2021-10-12T08:19:09Z'}",2021-10-08 18:47:29,5,리타솔몬
31,"넷플 유저인데 넷플에 없는 드라마가 
쿠팡 플레이에 많이 있어서 너무 경이로와요..🥺🥺
2900원에 이런 혜택까지 누릴 수 있다니
너모 조와요❤️❤️",그냥 짱짱맨,False,"{'id': 25558058, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다.\xa0\n쿠팡플레이 이용과 따뜻한 리뷰 남겨주셔서 감사합니다. 고객님께서 쿠팡플레이를 잘 이용해 주시고 계신 것 같아 굉장히 기쁩니다! 계속해서 더 큰 즐거움과 행복을 드릴 수 있도록 최선을 다하겠습니다. 앞으로도 많은 관심 부탁드립니다! \n감사합니다.', 'modified': '2021-10-08T00:54:42Z'}",2021-10-04 21:59:56,5,스카이콩콩이고싶은
32,"피드백 사항부터 말씀 드릴게요.
오프라인 상태일 때 다운로드 한 거 보려고 했는데 다운로드 목록에서 영상 틀면 시작도 전에 자꾸 튕겨요. 그리고 신규 컨텐츠도 두 세편씩 올라와서 너무 좋긴한데 유명한 프로그램 혹은 영화, 드라마가 조금 더 빨리 업로드 됐으면 좋겠다 생각이 들어요. 
쿠팡플레이 정말 잘 사용하고 있고 너무 좋아요. 여가시간 여기다가 다 받쳐도 될 것 같은 그런 앱입니다. 게다가 가성비가 좋아요.",두 가지 제외 하고는 다 좋습니다.,False,"{'id': 23996034, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다. 먼저, 이용에 불편을 드려 정말 죄송합니다. 오류로 인해 고객님께서 불편함을 느끼셨을 것 같습니다. 오류가 발생할 경우 앱 삭제 후 재설치, 사용하시는 모바일 기기 재부팅을 권장드리며 계속해서 오류가 반복되는 경우에는 쿠팡플레이 고객센터(1600-9800)으로 문의주시면 더 빠르게 확인드리겠습니다. 앞으로도 더 편리한 서비스와 다양한 콘텐츠를 제공드릴 수 있도록 더욱 노력하겠습니다.\n감사합니다.', 'modified': '2021-07-19T05:55:00Z'}",2021-06-15 09:21:31,5,u__p
33,"쿠팡회원 만으로 이렇게 좋은서비스를 받고 너무너무 좋은데 드라마, 영화 올릴 때 시즌제로 올려주세요 여고괴담, 동갑내기, 펜트하우스 등",너무 좋아요,False,"{'id': 25515710, 'body': '안녕하세요, 고객님. 쿠팡플레이 입니다. 소중한 의견 남겨주셔서 감사합니다.\xa0\n요청주신 다양한 시즌제 영상들의 다음 시즌도 제공해 드릴 수 있도록 노력하겠습니다. 고객님께 보다 다양하고 재밌는 콘텐츠를 제공하기 위해 계속해서 준비 중에 있으니 앞으로도 많은 관심과 이용 부탁드립니다!\n감사합니다.', 'modified': '2021-10-06T01:53:10Z'}",2021-09-30 22:04:46,5,우리 다시는
