,userName,title,isEdited,review,date,rating
10,한경순,[동시자막 설정에 관한 건],False,"자막 설정에 한글과,영어를 동시에 볼수 있게 설정 할수있는 기능이 필요합니다. 많은 이용자들이 원하며 기다리고 있으니 빠른 피드백 부탁드립니다
감사합니다",2020-09-30 05:55:57,5
11,dorothy011,아이패드 자막크기 수정좀 제발,False,아이패드 자막크기가 진심 너무 커요 장난하는것도 아니고;; 그리고 카테고리 디자인을 한번 갈아엎었으면 좋겠는 바람이 넷플릭스에 있는 영화와 드라마를 전체적으로 볼수있는게 아니여서 불편해요... 골라보기가 어렵고 검색해야민 나오는것들도 있고... 제발 자막크기 선택할수있게라도 바꿔주시면 안될까요 진심?...제발....?,2020-01-17 15:35:46,3
12,빨리 오류 고쳐주세요,아이폰 자막 크기,False,"넷플릭스를 아이폰을 통해서 보는데 어느 순간부터 자막 크기가 커지더니 보기가 불편해졌어요 ㅠㅠ 
몰입이 잘 안돼요. 제발 크기를 줄여주세요! 
부탁합니다. 그리고 도깨비 드라마 추가해주면 정말 좋겠습니다. 한번 몰아서 보고 싶은데 없어서 아쉬워요.",2020-01-30 05:55:42,3
13,당다다앙라아,메뉴바 추가,False,내가 찜한 컨텐츠를 바로 볼 수 있는 메뉴바가 추가됐으면 좋겠어요 홈에 뜰 때도 있고 안 뜰 때도 있는데 안 뜨면 두 번 눌러서 들어가는게 불편해요,2022-01-09 00:52:46,5
14,C1ide.,IPAD IOS13.3 자막 크기 조정 수정 바랍니다.,False,IOS 13.3 업데이트 후 자막의 크기가 굉장히 커져 화면을 많이 가려 시청하는데 불편함이 있습니다. 빠른 수정 부탁드립니다.,2020-01-04 18:00:26,4
15,SandWave9,프로필 별 작동 장애가 발생합니다,False,"프로필 2개를 사용중인데 한 프로필에서 홈화면에 아무 것도 뜨지 않는 문제가 자주 발생합니다.

‘Netflix에 접속할 수 없습니다’

위 메세지가 동일 기기(아이폰)상 한 프로필에서만 빈번하게 나타납니다. 2021년 말 부터 해당 증상이 나타나며, 윈도우 PC 앱 등에서는 제대로 작동합니다.",2022-01-06 05:23:53,1
16,asdf4728,진짜 다 좋은데 분류 좀…,False,"넷플 다른 거 다 좋은데 제발 내가 찜한 목록 좀 나눌 수 있게 해줘라… 카테고리 별로 정리 좀 할 수 있게 해줘..,",2021-12-27 12:07:17,5
17,펭피쓰,저장 왜 계속 99%에서 멈추죠?,False,같은 영화 저장을 몇번째 시도하는지;; wifi 문제인가 싶어 lte로 하는데도 계속 진행되다 99%에서 계속 멈추고 더 이상 진행이 안됨;; 일시정지 기능도 없고 재시도 하려면 기존 저장했던거 삭제해야 됨 ㅡㅡ 이거때매 데이터를 얼마나 날린걸까,2020-02-08 01:34:42,2
18,밀이님,제가 어느 순간 갑자기 티비엔 되는데,False,"핸드폰에서만 아무것도 안 눌렀는데 비번이 막 설정 돼있고 그리고 비번을 설정을 일부로 해놨는데도
그게 또 안된다고 뜨네요 .. 예전에 한번 됐다가 또 계속 안돼서 그냥 지웠어요 지웠다 반복했는데도 
화면 키자마자 뜨고요 삭제 해도 떠서 또 다시 깔아도  잠깐만 되지 그 다시 또 들어가면 저렇게 떠서 ..",2020-11-11 10:52:07,2
19,AM3tmi,IOS14 업데이트 이후로,False,자막이 갑자기 안 나오거나 다음편으로 넘어가면 화면이 검어지고 소리만 나오네요 유료 서비스인데 빠른 개선 부탁드립니다,2020-09-21 18:40:59,4
20,ㅅㅣㄱㅏㄱㅈㅏㅇㅇㅐ,자막 시각장애인도,False,안녕하세요 저는 시각장애인데요 보이스 오버로 자막을 보고 싶은데요 해결 부탁드립니다 비싸게 월정액 주고 보는데 주로 한국어로만 된 컨텐츠만 보려니깐 돈이 너무 아깝습니다 그리고 접근성 차원에서도 브필요한 조치라 생각됩니다 꼭 종 아이폰에서 자막을 보이스오버로 들을 수 있었으면 합니다,2018-10-03 17:01:28,3
21,후레후레이,해킹 당했고,False,"한국은 24시간 고객센터 지원이 안되서 아침까지 기다려야 하네요.
이메일 주소와 폰 번호를 해킹한 놈이 바꿔서 이메일이나 비밀번호 재설정도 안됩니다.
야밤에 빡치네요 정말...
앱 내 고객센터에는 결제카드 정보로 회원정보 재설정이 가능하다고 되어있는데 막상 연결된 웹링크로 들어가면 이메일이나 폰 번호로만 가능
이거 무슨 미궁도 아니고... 화딱지 나네요",2020-02-10 15:54:15,1
22,스닥,잘사용하고있습니다,False,"어플에 관해 두 가지 건의사항이 있는데 
1. 앞뒤로 10초 이동기능 - 현재는 앞으로 이동기능밖에 없네요
2. 한영자막 동시이용 기능 - 가끔 영어공부할겸 볼때도 있는데 한글, 영어자막 두개가 동시에 켜지면 좋겠습니다",2017-10-06 06:02:18,4
23,오리나마나,가입할때 조심하세요! 7개월동안 자동가입되서,False,한번도 안썼는데 돈만 계속 빨아먹고있었음. 아니 한번도 이용안했으면 전화상으로 결제된거같은데 이용중이시냐고 물어봐야되는거 아님? 그리고 심지어 환불도 당월만 됨 . 1점도 아깝다 넷플릭스야 쳐다도 보기싫다,2022-05-17 00:23:49,1
24,모아이모아이맨,블랙박스 생기시는분들,False,"설정-일반- 손쉬운 사용에서 자막 설정을 하셔야 됩니다 
자막설정에서 새로운 스타일 만드셔서 배경이랑 하이라이트 투명도 0프로로 하시면 됩니다. 넷플릭스 앱 문제가 아니라 ios 업데이트되면서 기본자막설정이 검은 배경있는걸로 바뀌어서그래요 근데 왜 자막이 화면 중간에 뜨는진 모르겠네요",2017-11-02 13:36:25,3
25,파워포인트짱,아니 제발 자막 크기 좀 어떻게 하라고,False,자막이 화면의 1/2를 차지하면 어쩌자는 거냐 제발 자막 앱 내에서 설정할 수 있게 개발하라고 게으른 사람들아 진짜 이렇게 피드백을 안받냐,2020-02-01 06:58:26,5
26,오!~역시,빨리감기 버튼 좀요ㅠㅠ,False,지루한 부분은 넘기는 스타일이라 유튜브와 비슷하게 10초나 5초 앞으로 넘기는 버튼이 있었으면 하네요!! 모션이나요!! 앞으로도 자동결제로 계속 사용할건데 너무 아쉬움이 크네요ㅠㅠ,2017-12-21 18:00:46,5
27,떼염,제발,False,화면 시청하면서 화면 터치로 음량 조절 할 수 있게해주세요ㅠㅠ 다른 어플 다 되는데 왜 넷플은 안됩니까? 다른 어플로 보다가 이거로보면 불편해서 죽을 맛... 그리고 배속도 가능했으면 더더욱 좋겠습니다..,2020-10-04 17:01:24,4
28,xhzls,불편한점,False,"앞뒤로 10초이동이 생겨야됩니다
리뷰 히스토리에 보면 그런 건의사항이
예전부터있었는데 전혀 반영이 안되네요
소비자 무시가 심하네요",2018-02-14 13:45:33,5
29,재진,매우좋지만 자막에 bg가 거슬려요 ㅠㅠ,False,"이것만 개선해주세요
앞뒤 스킵도 제스쳐로 되면 좋겠습니다",2017-10-27 16:40:42,5
30,꽃단여,글씨 왜 커진건지 이유를 모르겠네요,False,뭐 설정에 청각장애인 자막 그런 걸로 들어가서 작게 바꾸라고 하면 작아진다고 해서 해봤는데 되지도 않고 보면서 커진 자막 때문에 영상에 집중이 하나도 안 되네요; 그냥 원래대로 고쳐주면 좋겠습니다,2019-12-22 00:46:50,2
31,KyungSSi,잘 보다가 갑자기 검은 화면으로 바뀝니다,False,"소리는 잘 들리고
검은 화면으로 바뀝니다 
이게 특히나 끝날때쯤
이러니까 ㅠㅠㅠㅠㅠ 미치겠네요 ㅠㅠ
오류 좀 고쳐주세요",2021-09-15 00:50:50,4
32,흘규룩,업데이트 후 자막 크기가 너무 커졌어요 ㅠㅠ,False,한글 자막 크기가 너무 커요 ㅠㅠ 아이폰 설정에서 조정해도 넷플릭스에서는 바뀌지도 않고... 빨리 수정해주세요 자막 너무 커서 보기 불편해요 ㅠㅠ,2019-12-23 08:00:30,4
33,쉘든,자막 블랙박스 문제는,False,아래 어떤분이 해결해주셨네요. 넷플릭스문제가 아니라 ios문제였군요. 감사합니다. 덕분에 해결했습니다. 넷플릭스없인 못사는데 다 좋은데 한가지.. 업데이트가 좀 더 빨랐으면 좋겠네요 ㅜㅠ 이미 방영 다 한 에피소드도 엄청 늦게 올라오네요 ㅜㅠ그거빼곤 넷플릭스 사랑해요.,2017-11-04 08:06:32,4
34,안 해요,화질이 자꾸 깨져요,False,유튜브처럼 화질 변경할 수 있게 해주세요. 아무리 와이파이 잘 터지는 곳 가도 심하게 깨지네요. 형체만 간신히 보일정도..? 나머진 다 좋아요,2020-08-11 17:26:56,3
35,시퍙,제발 주술회전좀 추가해주세요,False,아니 진짜 주술회전 보고싶어 미치겠는데 주술회전좀 넣어주세요 그리고 하이큐는 왜 4기만 없습니까아..,2021-07-29 02:48:28,5
36,Dgjkkbfs,넷플릭스 아이패드 오류,False,"요 며칠 째 
아이패드로 시청시 뒷 부분 한 5분 정도는 
화면이 까매지고 음성만 들려요. 
모든 프로그램이 다 그래요ㅠㅠ 
매우 불편합니다",2021-09-25 07:42:05,3
37,Kkamak,음성선택 고정좀 ㅡㅜ,False,아니 왜 같은프로그램 보는데도 매화마다 한국음성 자동선택되나요!??? 한화한화 시작할때마다 영어로 바꾸기 귀찮아죽겠어요 한번 선택하면 계속 고정좀 해주세요 ㅡㅡ,2019-10-06 14:25:50,3
38,May field,제발 왓챠처럼 별달게 바꾸지마세요!!!!!!!,False,좋으면 좋게 싫으면 싫은거지 고민하고 싶지않아요. 첫댓ㄹ이 저따구리 혹시 반영할까봐 걱정스러워서 댓글 답니다.,2019-10-24 15:26:02,5
39,hjGIL,추천영상좀 자제해주세요,False,"추천영상좀 자제해주세요
인종차별을 할려는건 아니지만 젖이랑 배 내놓은 무슨 살색의 감독 이러면서 팬티입고 사진띄워놓고 마음대로 예고라고 영상틀고..... 제 기록 분석의 결과 추천하는건가 싶어서 시청기록 다 삭제해도 계속 뜨네요
추천영상 제공 알고리즘을 더 발전시키시던지 제발 자제좀해주세요 비위가 약한사람도 있습니다",2019-08-13 03:42:31,1
40,벌걸킹,자막이 중간에 안나와요,False,자막이 영상 보는 도중에 안 나오는 경우가 많습니다 자막 버튼을 눌러도 나오지 않습니다 해결을 위해서는 영상을 껐다 켜야 되는 것 뿐입니다 빠른시일내에 문제를 해결해 주셨으면 좋겠습니다,2020-10-23 04:05:02,3
41,아메리카노좋아좋아좋아,오류,False,보이게 하려고 다섯개 주는데요 왜 계속 영상 보는데 에러 뜨면서 앱이 꺼지나요? 진짜 불편해요 5분에 한번씩은 이럽니다 그리고 앱도 지웠다 깔아봤는데 달라지는 건 없네요 ㅋㅋ 좀 고쳐주세요;,2021-01-30 22:29:48,5
42,넷플릭스짱짱,잘 보고있습니다,False,하지만 타유저들의 컨텐츠평가도 볼수있음 좋겠아요... 또 찜해놓은 영상이나 봤던 것들이 새에피소드가 올라오ㅏ도 모를때가 많아요.. 맨날 궁금해서 들어가보면 올라와있다능... 마지막으로 제가 평가했던 것들을 따로 볼 수있었으면 좋겠어요.. 진짜 마지막으로 pc에서는 신규컨텐츠나 카테고리별로 볼때 시간순이나 인기순으로 정렬해서 볼 수있던데 모바일 환경도 그렇게 정렬할 수 있게 해주세요.. 정말 잘 보고있습니다..감사합니다...,2018-01-31 07:47:06,3
43,뽀플릭스,아이폰 개선점!!!!!,False,"동영상보다가 화면터치하면 시계좀보이게해주세요
너무불편",2020-05-17 01:13:13,5
44,심슨매냐,나만 그런게 아니었네..,False,마지막 재생시간 3-4분 가량 남았을때 그냥 검은화면만 나옴..업뎃하고 이상해짐..테스트하고 업뎃하시고 문제점 발견하면 빠른 버그 픽스좀 부탁드립니다…무료도 아니고 월이용료 지불하면서 사용하는건데…,2021-09-18 14:08:27,1
45,자막개선,자막 크기,False,아이패드로 시청하던유저입니다. 자막크기가 갑자기 업데이트 이후로 커지더니 영상을 절반이나 가리네요. 가독성이 떨어지는 자막을 제공해서 어떻게 하자는 건지 모르겠네요. 계속 이런 자막으로 운영하신다면 다시 제가 넷플릭스를 이용하기는 힘들 것 같습니다. 제가 좋아하는 드라마 시리즈들이 엎어졌을 때도 참고 결제했는데 자막크기땜에 결제를 고민하게 될 줄은 상상도 못 했네요.,2020-01-02 03:32:05,1
46,dldjsjsb,갑자기 자막 크기가 커졌어요,False,"잘 보고있다가 아무것도 안 만졌는데 갑자기 자막 크기가 커졌습니다. 바꾸려고 아이폰 설정에 가서 자막 크기를 작게 줄였는데 자막이 안 줄여지네요. 다른설정(폰트 및 자막배경설정)은 적용이 되는데 크기만 적용이 안됩니다.
큰자막 진짜 싫어하는데 왜이러는 건가요.
물론 넷플릭스 웹사이트 들어가서 자막 설정도 해봤지만 바뀌지 않습니다. 해결해주세요.",2019-12-21 11:32:07,2
47,대전대파이팅,네트워크 에러,False,"아이패드로 넷플릭스를 즐기는 사람입니다
갑자기 오늘아침부터 네트워크에러가 뜨면서 사용이 불가능해졌습니다.
인터넷은 정상적으로 사용가능한데 왜 넷플릭스만 안되나요
오류라면 빠른 수정부탁드립니다.",2018-03-01 02:17:04,2
48,choijaewoo,모든게 한국에서 진행됐는데..,False,어플의 언어가 기본적으로 영어로 설정되어있습니다. 한국에서 한국 인터넷으로 다운 받고 앱스토어도 한국으로 설정되어있는데 영어로 설정된 이유는 무엇인가요? 해결 방법 문의드립니다.,2020-07-25 04:07:05,3
49,양ㅈㄴㅌㅊ포ㅛㅅ,자막이 안나와요,False,보다가 자막이 안나온 경우가 자주 일어나요 아이패드에서도 그렇고 노트북에서도 이래요 빨리 고쳐주세요,2020-10-02 07:35:52,5
50,밥바라기별,ios14 업뎃후 깜빡임 문제,False,업데이트 후에 간헐적으로 깜빡입니다. 버그수정 부탁드려요.,2020-09-23 07:40:18,4
51,반마리사냥꾼,최악의 앱,False,"방대한 자료에 비해 편의와 사용자 중심의 설계가 도대체 기본이 안 된 아마추어 앱이네요. 자막 그지같았지만 그까지꺼 폰트 다운받고 ios 설정 건드려서 해결봤는데, 아니, 영화 끝난 다음에 크레딧 보면서 ost 감상하는데 왜 자꾸 쓸데없는 예고편이 자동재생 됩니까? 이건 대체 옵션으로 끌 수가 없게 돼있어요. 장난하는 것도 아니고 말야. 다음 회차 자동재생, 미리보기 자동재생 옵션은 끌 수 있게 만들었으면서 왜 엉뚱하게 내가 원하지도 않는데 엉뚱한 예고편이 자동재생 되고 그걸 취소하거나 옵션에서 끌 수가 없는 겁니까??? 대체 무슨 생각으로 만든 거예요???? 진짜 황당하네 이사람들. 아니 뇌가 있는 겁니까??",2020-02-23 20:19:50,1
52,bj.bautista89,선택의 폭이 넓어 좋네요.,False,"그동안 pooq 이라는 어플을 통해 방송을 보곤 했었는데
넷플릭스를 통해 제가 좋아하는 장르의 프로그램을 볼 수
있는게 좋네요. 다만, fhd, uhd 화질도 지원한다 하였는데
접근방식도 불편하고 기대했던 것보다 화질이 아쉽네요.
제가 보고 있는 영상이 fhd는 되는지 의문일 정도입니다.",2018-02-11 10:48:15,4
53,x_xx1234,한영 동시자막이 있었으면 좋겠어요,False,"영어 공부를 하고 있습니다. 확실히 공부만으로는 그 나라의 억양 및 표현 방법이 익숙해지지 않고 있어서 외국 영화를 보고 있는데 마냥 영어 자막만 보자니 이해가 부족하고, 그렇다고 한글 자막만 보자니 공부가 되고 있지 않습니다.

PC에서는 크롬을 이용해서 확장 프로그램을 설치한 후 시청할 수 있는데, 모바일 혹은 태블릿에서는 지원해 주지 않은다는 점이 안타깝습니다.

이 점 보완해 주셨으면 좋겠습니다.",2018-09-01 15:40:47,3
54,나노스크류바,음성 지원 안되는 스트리밍이 있습니다,False,"현재 패치 이후에 오류가 있는 것 같은데 브레이킹 배드 잘 보고 있었는데 이전 영상도 같은 현상으로 소리가 안나네요.
다른 스트리밍은 정상적으로 소리가 나오는 것들도 있고 위에 리뷰처럼 안나는 것도 있습니다. 빠른 조치 부탁드립니다.",2020-04-01 01:06:08,2
55,율마루,아이패드 자막!,False,언제까지 아이패드 자막크기 변동불가 시항 수정안하는건가요. 이게 수정하기 그리힘든 부분인가요? 어제 업데이트 있길래 되었나 싶었더니 그대로네요. 왜 안되는건지 뭔가 공지나 이유라도 알도록 해주세요.  신뢰의 넷플릭스가 이런 자잘한 문제로 고객을 실망시키는건 납득하기 힘드네요.,2020-01-31 01:25:14,1
56,아이팟 쓰는사람,다 좋은데.....,False,아이패드 쓰고 있는데 지난번 업데이트부터 자막 크기가 화면 절반이 가려질 정도로 커져가지고 컴퓨터로 보고 있어요. 고객센터에서 다음 업데이트 때 해결해준다고 했는데 아직도 소식이 없네요...딱히 관심이 없는건지...,2020-01-08 04:55:43,2
57,simplekyu,재생중에 오류가 나는지 화면은 까맣게 안나오고 소리만 나오네요.,False,제목 그대로입니다. 원래 장면이 까매지고 소리만 나오는 장면인줄 알았는데 재생 이동바로 구간 이동할때 작은 화면으로는 장면이 제대로 나오는데 재생하면 화면이 까맣게 되고 소리만 나오네요. 불편합니다,2021-09-22 03:58:46,3
58,".,;.;.",아 진짜,False,오프닝 건너뛰기가 자꾸 눌러도 다시 처음부터 시작하네요. 그리고 자막도 왜 계속 나오다가 안나옵니까? 화질도 자꾸 안좋게 나오고;; 오류가 너무 많은거 아닌가요. 리뷰 제발 좀 보고 빨리 오류 좀 고쳐주세요. 요즘 신경 너무 안쓰는 듯;,2021-07-18 00:24:58,1
59,자라거북이,아 제발 자막크기 좀 적당히 해주세요,False,아이패드는 자막크기 거의 화면 반을 차지할 만큼 크고 또 아이폰에서는 개미똥구멍 만큼 작아서 보다가 곧 눈 모일 것 같다고요; 저번 업데이트 때 부터 이 사단 났는데 왜 안고쳐줍니까? 가독성 개 떨어진다고요. 제가 자막크기때문에 스트레스 받으려고 치킨 한마리 값내고 넷플 결제하는 줄 아세요? 아니 무슨 자막크기가 중간이 없어 중간이 ; 아무리 좋은 영상 좋은 볼거리 들고 오면 뭐합니까 ~ 대부분이 자막이 필요한 영상인데 집중이 안된다고요~ 자막러들 배려 좀 부탁드릴게요 예?,2020-02-24 23:00:19,1
60,새로운유저8477389292,너무나 좋지만 아쉬운 점,False,"지금은 10초 뒤로감기만 있어서 불편해요
더블탭으로 10초 빨리감기가 있으면 좋겠네요
자막은 한영통합으로도 볼 수 있도록 해주셨으면 좋갰습니다",2018-09-15 04:43:58,3
61,hwadungdung,시간이랑 배터리 다시 뜨게 해주세요,False,영상 재생중 탭하면 상단에 시간이랑 배터리 잔량이 떴었는데 사라졌어요.. 다시 보이게 해주세요 너무 불편해요;; 원래 아침에 화장할때 보는데 시간이 안떠서 못보겠어요,2019-10-11 08:27:26,3
62,ㅋㅎㅋㅎ ㅎㅋㅎㅋㅎㅋㅎㅋ,"많은 애니, 디즈니 영화 바람",False,"제가 디즈니 영화를 좋아하는데 왜 넷플릭스에는 없죠?
그리고 영화에 더빙판, 자막 등 다국어가 많으면 좋겠어요.",2022-01-11 13:51:31,4
63,아넽츠니닌느우우니님,넷플릭스 미쳤습니까?,False,"안그래도 가격까지 인상하는 마당에 빅뱅이론, 셜록, 모던패밀리, 그레이아나토미, 프리즌브레이크 등
장편시리즈 명작을 종료한다구요? 
진짜 이건 아닌 것 같네요 정말 실망입니다",2021-12-03 08:45:30,1
64,자막이 너무커졌어요 조절안됨,Ios 13.3 업데이트 후 자막크기 큼,False,"한글자막 크기가 너무 커지고 조절이 안되네요
설정에서도 해봤고 넷플릭스 계정 들어가서도 해봤습니다
빠른 오류 수정 부탁드려요",2019-12-11 12:50:14,2
65,스크타9시간,오류좀제발고쳐주세요,False,"어쩌다가 자막이 안나오는 부분이 있거나 뒷부분에 소리만 나오고 영상은 까맣게 처리된적이 많아요 소리가 갑자기 안들릴 때도 있구요 
이거 고쳐보려고 앱도 지웠다 깔아보고 창에서 닫았다가 열어봤는데요 그대로에요 잘 보다가 킹받모먼트...^^ 제발 고쳐주십소",2021-09-21 07:05:00,1
66,좋아요죠아요,좋은데 한영통합자막좀..,False,"크롬으로만 들어가야하는데 제 폰이나 노트북은 크롬 잘 안되요ㅠ 자체 자막좀 주세요 한영동시만이라도 
한글도 잇고 영어도 있음 동시에 틀어주는간 문제도 아니잖아요 

왓챠다들 갈아타는데 그건 화질문제개선해준다고 윤영자가 노력한대요.. 여기는 자막만 같이 동시틀어주는건데 자막 하나더 그냥 합치먄둬느데 ㅠㅜ 해주세요!!!!!!!ㅠㅠㅠ",2019-07-10 13:35:07,3
67,딩귤딩귤,다 좋은데 어느날부터 업데이트 하고나니까,False,"영상 하나 다 보면 이어서 플레이 안되고 앱이 강제로 꺼져서 홈화면으로 나가버려요. 어디다가 얘기해둬야할지 모르겠어서 여기라도 남겨요
다음 업데이트에선 개선되면 좋겠어요 그리고
Ncis랑 블루블러드 시즌 1부터 좀 올려주세요...헿",2017-10-01 08:46:46,3
68,깐풍기볶음밥,로그인 튕김,False,"어느날 어플이 알아서 튕겨져 나오더니 지금은 매번 들어갈 때마다 로그인을 시킵니다.
로그인하고 들어가서 보려고 하면 또 오류가 뜨면서 들어가지지를 않아요.",2021-05-08 09:49:05,3
69,💗사랑둥이💗,오류좀 제발 고쳐주세요;;;;;;,False,아니 볼거 보다가 끝날 때 즈음 갑자기 화면 하얘지거나 그래서 껐다 키면 다음회차로 넘어가있고 그래서 다시 보던 회차로 가면 또 화면 꺼짐ㅋㅋㅋㅋㅋㅋㅋㅋㅋ으악 저 진짜 그럴때마다 앱 껐다 키는거 이제 슬슬 빡치기 시작했으니…(한참 입시중인 입시생…) 제발 빨리 좀 고쳐주세요ㅠㅠㅠㅠ 넷플릭스 보면서 불만 불평 하나도 없었어요 항상 저에게 별5개엿는데 지금 빨리 고쳐졌음 좋겠고 이제 개빡치니까 별 1개 드림다 고쳐지면 제 점수도 고쳐질듯 진짜 이거 나만 그런가 해서 리뷰창 들어갔더니 후후…;;;.;;;;,2021-09-17 16:21:50,1
70,Hyacinthㅋㅋ,재시작할때마다 프로필 선택해야하는 문제,False,넷플릭스 재시작되기만 하면 프로필을 선택해야 하는데 너무 불편합니다. 기존처럼 유지했으면 좋겠습니다. 또한 성인컨텐츠 비번 걸어놓을경우 모바일 환경에서만이라도 플레이 할때마다 비번 물어보는거 한번 인증으로 바꿨으면 좋겠습니다. 너무 비효율적이네요~~,2019-10-30 07:31:31,3
71,뭐이럼??????,시청중인 컨텐츠 삭제,False,초반에 잠깐 보다가 재미없어서 안보고있는 영상들 시청중인 컨텐츠에서 안뜨도록 삭제좀 할수있게 해주세요,2020-06-21 02:47:23,4
72,뀨링혜,드라마 추가 해주시오,False,너무 다 좋은데 부부의 세계랑 그 남자의 기억법 추가해주세뇨 없어서 삶이 무력해.....😭,2020-04-12 14:45:29,5
